,audio_path,transcripts,tag
0,segments_16k/Z3wQunEaMRU_00016232_00016347.wav,ở đây để mình lo,Yes
1,segments_16k/Z3wQunEaMRU_00028608_00028810.wav,bây giờ đừng có tới gần bãi đất trống đó ,Yes
2,segments_16k/Z3wQunEaMRU_00030830_00031080.wav,cậu nói là một vé cũng không bán được sao,Yes
3,segments_16k/Z3wQunEaMRU_00038070_00038326.wav,hôm nay tụi cháu tới để nói chuyện liên quan tới jaian,Yes
4,segments_16k/Z3wQunEaMRU_00047132_00047490.wav,mình chỉ ước ngay lúc này có một cơn bão cuốn qua để cậu ấy không tổ chức nữa,Yes
5,segments_16k/Z3wQunEaMRU_00048186_00048464.wav,tụi mình chỉ cần bỏ cái thẻ hình bão này vào là xong,Yes
6,segments_16k/Z3wQunEaMRU_00049520_00049838.wav,và một trận gió mạnh sẽ kéo tới khu này vào lúc năm giờ,Yes
7,segments_16k/Z3wQunEaMRU_00053317_00053690.wav,có lẽ chương trình tối nay của chúng ta đành phải hủy bỏ thôi à,Yes
8,segments_16k/Z3wQunEaMRU_00056314_00056684.wav,chúng ta đành cố gắng gồng mình để nghe những bài hát kinh khủng của jaian thôi,Yes
9,segments_16k/Z3wQunEaMRU_00057064_00057358.wav,hộp bác sĩ và đồ uống năng lượng rắn đỏ,Yes
10,segments_16k/Z3wQunEaMRU_00057604_00057848.wav,cùng với mặt nạ chống ma quỷ và đầu cá mồi,Yes
11,segments_16k/Z3wQunEaMRU_00057848_00058082.wav,tất cả bảo bối này sẽ bảo vệ cho chúng ta,Yes
12,segments_16k/Z3wQunEaMRU_00060116_00060394.wav,đúng vậy bây giờ đã quá năm giờ rồi còn gì,No
13,segments_16k/Z3wQunEaMRU_00061070_00061336.wav,anh ấy nói đó là món anh ấy mới sáng chế,No
14,segments_16k/Z3wQunEaMRU_00064722_00065116.wav,đôi khi nobita cũng dùng não để suy nghĩ,Yes
15,segments_16k/Z3wQunEaMRU_00071290_00071570.wav,có làm thử suy nghĩ nghiêm túc một lần có được không,Yes
16,segments_16k/Z3wQunEaMRU_00071690_00071992.wav,cậu cần phải nghiêm túc để xem xét bản thân cậu là ai,Yes
17,segments_16k/Z3wQunEaMRU_00072874_00073236.wav,tìm thêm một con đường tương lai phơi phới mở ra trước mặt cậu,Yes
18,segments_16k/Z3wQunEaMRU_00076648_00076964.wav,trong mỗi một cái đĩa này có chứa một khả năng đặc biệt của con người,Yes
19,segments_16k/Z3wQunEaMRU_00078790_00079118.wav,bây giờ cậu đã có khả năng chạy giống như một vận động viên điền kinh rồi,Yes
20,segments_16k/4EIG2QCbioE_00009154_00009444.wav,mình đã dùng hồ hợp thể để hợp thể với con chó nè,Yes
21,segments_16k/4EIG2QCbioE_00010036_00010318.wav,cậu sẽ biến thành nó và có được đặc tính của cậu và nó,Yes
22,segments_16k/4EIG2QCbioE_00011208_00011334.wav,cậu đi theo mình đi nè,Yes
23,segments_16k/4EIG2QCbioE_00015160_00015428.wav,đó là bởi vì chúng ta đang bay trên một đường thẳng đó,Yes
24,segments_16k/4EIG2QCbioE_00015886_00016196.wav,nobita hợp thể với bồ câu sẽ ra con gì,Yes
25,segments_16k/4EIG2QCbioE_00043048_00043238.wav,vậy thì không thể nào trở thành người được đâu,Yes
26,segments_16k/4EIG2QCbioE_00075804_00076032.wav,con tàu này sẽ thay đổi kích thước của nó,Yes
27,segments_16k/4EIG2QCbioE_00077666_00077960.wav,cho nên á nó có thể đi đến bất cứ nơi nào,Yes
28,segments_16k/4EIG2QCbioE_00094532_00094730.wav,nhưng mà chúng ta đang ở dưới đáy biển mà,Yes
29,segments_16k/4EIG2QCbioE_00094730_00094862.wav,sẽ không làm gì được đâu,Yes
30,segments_16k/4EIG2QCbioE_00116080_00116392.wav,chỉ cần có cánh cửa thần kỳ thì chúng ta muốn đi đâu cũng được hết,Yes
31,segments_16k/4EIG2QCbioE_00134098_00134352.wav,thôi mà đừng đứng đó tức giận nữa nobita,Yes
32,segments_16k/4EIG2QCbioE_00134516_00134662.wav,nè đừng có giận nữa,Yes
33,segments_16k/4EIG2QCbioE_00137152_00137312.wav,nước biển không lọt vào được đâu,Yes
34,segments_16k/4EIG2QCbioE_00145304_00145550.wav,hay là cậu đừng nhảy ra nước nữa được không,Yes
35,segments_16k/4EIG2QCbioE_00146632_00146912.wav,quao tấm này nhìn y chang như cậu đang lặn luôn,Yes
36,segments_16k/4EIG2QCbioE_00146976_00147184.wav,nobita hình này mình chụp câu rất đẹp,Yes
37,segments_16k/4EIG2QCbioE_00155962_00156122.wav,hay là tụi mình chơi đuổi bắt đi,Yes
