,audio_path,transcripts,tag
0,segments_16k/CpfBvcwe4NA_00324574_00324812.wav,mấy con cá cậu đang ăn là do mình câu đó,Yes
1,segments_16k/CpfBvcwe4NA_00330130_00330408.wav,rốt cuộc cậu đã đụng vô cái nút nào vậy Nobita,Yes
2,segments_16k/CpfBvcwe4NA_00358960_00359202.wav,tụi mình sẽ quay trở về trước khi bi kịch xảy ra,Yes
3,segments_16k/CpfBvcwe4NA_00364622_00364756.wav,và sau đó đọc câu thần chú,Yes
4,segments_16k/CpfBvcwe4NA_00365196_00365482.wav,cậu có thể chạy nhanh như vận tốc của tàu lửa luôn,Yes
5,segments_16k/CpfBvcwe4NA_00365482_00365656.wav,và nhảy cao bao nhiêu cũng được hết,Yes
6,segments_16k/CpfBvcwe4NA_00365808_00366094.wav,cậu có thể leo lên tường hay trần nhà một cách thật dễ dàng,Yes
7,segments_16k/CpfBvcwe4NA_00382524_00382800.wav,cậu đã bảo vệ được cậu ấy không bị trượt chân,Yes
8,segments_16k/CpfBvcwe4NA_00386184_00386384.wav,đó chính là diễn biến sắp xảy ra,Yes
9,segments_16k/BEQhQRT-C6E_00016742_00016974.wav,mẹ ơi hình như sàn nhà đang chuyển động kìa,Yes
10,segments_16k/T0oz1JFTGz8_00003376_00003620.wav,không được động vào đồ của mình tránh ra,Yes
11,segments_16k/T0oz1JFTGz8_00003726_00003956.wav,cái này là cổ máy người hùng trong mới,Yes
12,segments_16k/T0oz1JFTGz8_00003956_00004228.wav,không cần biết là cái gì chỉ cần muốn là sẽ mơ được,Yes
13,segments_16k/T0oz1JFTGz8_00053722_00054114.wav,phải công nhận hôm nay là mẹ dữ quá trời luôn ha,Yes
14,segments_16k/T0oz1JFTGz8_00059900_00060355.wav,Doraemon à chúng ta nên làm gì đây chúng ta chỉ còn một cách duy nhất là phải đi vào giấc mơ,No
15,segments_16k/T0oz1JFTGz8_00063191_00066192.wav,nếu các cậu mà bị mắc kẹt trong giấc mơ của Nobita thì các cậu sẽ không thể trở lại thế giới hiện thật được nữa tới lúc đó ba mẹ sẽ rất lo lắng biết vậy rồi các cậu còn muốn đi không mình không sợ cậu hãy cho mình vào đó để giải cứu Nobita đi đúng vậy Nobita thật quá đáng mình phải vào trong đó cho cậu ta một trận vì cậu ta dám trốn vào giấc mơ và khiến cho tụi mình phải lo lắng đúng không cậu nói cái gì cũng đúng hết á được rồi mình đã hiểu hết các cậu nếu như các cậu cảm thấy có nguy hiểm thì hãy nhớ bấm công tắc này nó sẽ giúp các cậu,No
16,segments_16k/T0oz1JFTGz8_00076048_00076324.wav,cái nhà Nobita vậy đệ tử đang nói cái gì vậy,No
17,segments_16k/T0oz1JFTGz8_00086926_00087122.wav,không hiểu Nobita đang mơ cái gì nữa ha,Yes
18,segments_16k/T0oz1JFTGz8_00088926_00089076.wav,đó là Nobita hả,Yes
19,segments_16k/T0oz1JFTGz8_00091406_00091668.wav,con thỏ nobita biến đi đâu mất rồi,Yes
20,segments_16k/T0oz1JFTGz8_00094352_00094478.wav,cậu đứng lại đó,Yes
21,segments_16k/T0oz1JFTGz8_00110956_00111158.wav,dù sao thì đây cũng là lỗi của mình,Yes
22,segments_16k/T0oz1JFTGz8_00133022_00133172.wav,xin chào Beshoko,Yes
23,segments_16k/T0oz1JFTGz8_00133670_00133896.wav,Beshoko chơi với anh nha có chịu không,Yes
24,segments_16k/T0oz1JFTGz8_00134574_00134888.wav,em muốn chơi gì cứ việc nói với anh anh sẽ chơi hết mình,Yes
25,segments_16k/T0oz1JFTGz8_00135410_00135596.wav,được thôi chuyện nhỏ như con thỏ,Yes
26,segments_16k/T0oz1JFTGz8_00136074_00136464.wav,câu chuyện về công chúa người cá xinh đẹp xin được phép bắt đầu,Yes
27,segments_16k/T0oz1JFTGz8_00137558_00137888.wav,nàng đem lòng yêu thương một chàng hoàng tử đẹp trai,Yes
28,segments_16k/T0oz1JFTGz8_00138244_00138426.wav,nhấn chìm cả con tàu,Yes
29,segments_16k/T0oz1JFTGz8_00138426_00138736.wav,và chàng hoàng tử cũng bị rơi xuống biển sâu thẩm,Yes
