audio_path,transcripts,tag
segments_16k/RlNj9w52Vro_00008518_00008828.wav,dù là ba năm nữa cậu cũng không tìm thấy đâu,Yes
segments_16k/RlNj9w52Vro_00009072_00009272.wav,hả ở đâu ở đâu người rừng ở đâu vậy,Yes
segments_16k/RlNj9w52Vro_00010990_00011178.wav,tôi là mèo chứ không phải là chồn,Yes
segments_16k/RlNj9w52Vro_00028638_00028824.wav,thì cũng đâu còn cách nào khác chứ,Yes
segments_16k/RlNj9w52Vro_00029804_00029980.wav,đã có rất nhiều quốc gia trên thế giới,Yes
segments_16k/RlNj9w52Vro_00032502_00032816.wav,ủa rồi mình có chong chống tre mà sao phải chạy như vậy chứ,Yes
segments_16k/RlNj9w52Vro_00034992_00035188.wav,xin chào cho tôi nói vài câu,Yes
segments_16k/RlNj9w52Vro_00039286_00039424.wav,ông ta không phải nỗi giận,Yes
segments_16k/RlNj9w52Vro_00039486_00039774.wav,người ta nói là từ trước tới giờ chưa ăn món nào ngon như vậy hết,Yes
segments_16k/RlNj9w52Vro_00045908_00046170.wav,sao mấy chú lại đi lừa người khác dạ,Yes
segments_16k/RlNj9w52Vro_00057986_00058140.wav,thật là vất vả cho ông,Yes
segments_16k/RlNj9w52Vro_00059494_00059667.wav,ông người tuyết này rất thích bánh rán,Yes
segments_16k/fXM9-ElLwbc_00023796_00024068.wav,nhưng mình lại không muốn làm chuyện đó chút nào hết,Yes
segments_16k/fXM9-ElLwbc_00039418_00039654.wav,ngay cả mình cũng bị cậu ấy làm cho cảm động,Yes
segments_16k/fXM9-ElLwbc_00045412_00045644.wav,thì cứ giữ rồi trả lại cho cậu ấy sau,Yes
segments_16k/fXM9-ElLwbc_00049894_00050052.wav,tin đồn đang lan rộng quá rồi kìa,Yes
segments_16k/fXM9-ElLwbc_00062588_00062798.wav,nobita mình thấy chuyện này quá xa rồi,Yes
segments_16k/fXM9-ElLwbc_00074990_00075146.wav,cậu nên nhớ lại đi nobita,Yes
segments_16k/fXM9-ElLwbc_00078818_00079100.wav,mình phải mau sửa lại mấy cái mạch điện thoại,Yes
segments_16k/fXM9-ElLwbc_00082068_00082338.wav,nhưng lúc chia tay nhớ phải nói chuyện đàng hoàng đó,Yes
segments_16k/fXM9-ElLwbc_00138570_00140584.wav,hoàng linh mà hồi đó đất nước của chúng ta từng có thời mua bánh kẹo chỉ với một linh thôi vậy nếu thời ông cố của chúng ta mà có mười ngàn yên thì không biết sẽ ra sao ha thì cậu sẽ trở thành triệu phú chứ sao ước gì mình được sinh ra vào thời đó nếu được sinh ra vào thời đó thì chưa chắc con sẽ được lì xì mười ngàn yên đâu cậu nói đúng rồi ha mình mới vừa nghĩ ra ý này,No
segments_16k/fXM9-ElLwbc_00145360_00145606.wav,tính ra là bằng một phần ngàn của ba mươi lăm yên đó,Yes
segments_16k/fXM9-ElLwbc_00145902_00146210.wav,là cậu chỉ cần trả một yê là có thể lấy hai mươi tám quyển truyện về,Yes
segments_16k/fXM9-ElLwbc_00216660_00216871.wav,đây là danh mục mua sắm vượt thời gian mà,Yes
segments_16k/fXM9-ElLwbc_00218669_00218892.wav,có nghĩa là phải để dành khoảng mười ngàn tháng,Yes
segments_16k/fXM9-ElLwbc_00220406_00220636.wav,ai biểu cậu mấy tay chân làm gì chứ,Yes
segments_16k/fXM9-ElLwbc_00232306_00232498.wav,tại sao cậu chỉ mua đồ tặng cho người khác,Yes
segments_16k/fXM9-ElLwbc_00236460_00236678.wav,a nãy giờ cậu chưa làm xong bài tập hả,Yes
segments_16k/fXM9-ElLwbc_00236804_00237071.wav,cậu còn nói hôm nay phải dọn dẹp phòng nữa mà,Yes
segments_16k/fXM9-ElLwbc_00247734_00247948.wav,nếu không bấm vào cái nút này nữa,Yes
segments_16k/fXM9-ElLwbc_00247948_00248221.wav,thì cả trái đất và mặt trời cũng không chuyển động luôn,Yes
segments_16k/fXM9-ElLwbc_00248373_00248517.wav,giờ mình bấm nút lần nữa,Yes
segments_16k/fXM9-ElLwbc_00289868_00289978.wav,nè nobita à,Yes
segments_16k/fXM9-ElLwbc_00289978_00290238.wav,từ nãy tới giờ cậu vẫn chưa làm xong bài tập hả,Yes
segments_16k/fXM9-ElLwbc_00290238_00290458.wav,cậu còn nói hôm nay phải dọn dẹp phòng nữa mà,Yes
