audio_path,transcripts,tag
segments_16k/yfSxPuJJD98_00159454_00159774.wav,trong lúc chúng ta còn chưa bị lạc thì hãy mau trở về điểm xuất phát,Yes
segments_16k/yfSxPuJJD98_00161624_00161860.wav,hay hay hay là bây giờ chúng ta quay lại chỗ xuất phát,Yes
segments_16k/yfSxPuJJD98_00172256_00172474.wav,làm sao mình biết được nhà vệ sinh nó đâu được chứ,Yes
segments_16k/yfSxPuJJD98_00173276_00173564.wav,mà để chúng ta tới phòng Nobita nhanh lên,Yes
segments_16k/yfSxPuJJD98_00180140_00180324.wav,mọi chuyện là như vậy đó mẹ,Yes
segments_16k/yfSxPuJJD98_00185006_00185164.wav,nếu ai về được phòng nobita trước,Yes
segments_16k/yfSxPuJJD98_00196326_00196572.wav,hoan hô mọi thứ đã trở lại như cũ,Yes
segments_16k/yfSxPuJJD98_00259010_00259276.wav,chúng ta phải chuyển sang chế độ chạy và không được dừng lại,Yes
segments_16k/yfSxPuJJD98_00277726_00277994.wav,đáng lý ông phải cho tôi biết sớm chứ,Yes
segments_16k/yfSxPuJJD98_00329144_00329354.wav,cái nắp cống đó cũng có tác dụng phòng thủ,Yes
segments_16k/yfSxPuJJD98_00329354_00329624.wav,nó có thể tránh được những đợt tấn công khác và cứu quái vật,Yes
segments_16k/7pbyr9QvOC0_00009244_00010466.wav,giỏi quá cậu đã biết tự nghĩ ra được điều đó luôn ha cảm ơn cậu nhiều nha nhưng mà chuyện đó hay là cậu hãy cho mình mượn bảo bối nào đó đi mình chưa bao giờ nghe tới bảo bối nào giống như vậy,No
segments_16k/7pbyr9QvOC0_00040734_00040996.wav,nhưng mà em bé có thể canh giữ nhà được luôn đó chú ơi,Yes
segments_16k/7pbyr9QvOC0_00042180_00042370.wav,cô có thể nhận nuôi em ấy có được không,Yes
segments_16k/7pbyr9QvOC0_00069452_00069664.wav,đang bị truy nã để đổi lấy các món tiền thưởng,Yes
segments_16k/7pbyr9QvOC0_00070758_00071002.wav,hãy giúp ta truy bắt đối tượng trong tấm hình này,Yes
segments_16k/7pbyr9QvOC0_00079474_00079660.wav,dạ tụi con chào cô ạ,Yes
segments_16k/7pbyr9QvOC0_00094932_00095184.wav,cậu đừng có đem bảo bối của mình ra làm mấy trò như vậy,Yes
segments_16k/7pbyr9QvOC0_00100284_00100622.wav,rồi sau đó treo cậu lên cả một ngày trước toàn thiên hạ cho coi,Yes
segments_16k/wVAPCZ9yR1Q_00008794_00009778.wav,có chuyện gì mà hôm nay mặt bạn nhăn nhó như ông cụ non vậy à mình biết rồi đúng vậy đó bắt đầu từ ngày hôm nay mình sẽ trở thành một người khác,No
