audio_path,transcripts,tag
segments_16k/salQNsNFQuI_00002480_00002796.wav,mình nhìn sơ một cái là biết cậu đang có chuyện buồn rồi,Yes
segments_16k/salQNsNFQuI_00009012_00009148.wav,chứ còn ai vào đây,Yes
segments_16k/salQNsNFQuI_00009820_00010030.wav,tại hồ này giúp cho chúng ta hợp thể với động vật,Yes
segments_16k/salQNsNFQuI_00010312_00010638.wav,muốn về hình dáng cũ chỉ cần dùng bình xịt phân ly phục hồi,Yes
segments_16k/salQNsNFQuI_00011648_00011808.wav,lại đây có đồ ăn cho nè,Yes
segments_16k/salQNsNFQuI_00011808_00012124.wav,nhờ bồ câu cậu sẽ bay tới đó trong vòng ba mươi phút thôi,Yes
segments_16k/salQNsNFQuI_00013644_00013869.wav,bây giờ thì tụi mình có thể bay như bồ câu,Yes
segments_16k/salQNsNFQuI_00031244_00031522.wav,hòa hợp thể giúp mình kết hợp và có đặc tính của động vật,Yes
segments_16k/salQNsNFQuI_00035804_00035954.wav,em qua bên này đây nè,No
segments_16k/salQNsNFQuI_00042712_00042910.wav,bình xịt của mình bị nước cuốn đi rồi,Yes
segments_16k/salQNsNFQuI_00046128_00046366.wav,tụi mình nãy giờ bơi chắc xa lắm rồi đó,Yes
segments_16k/salQNsNFQuI_00053658_00053776.wav,chia nhau ra tìm,Yes
segments_16k/salQNsNFQuI_00057244_00057460.wav,mình đi gấp quá cũng quên mang theo rồi,Yes
segments_16k/salQNsNFQuI_00057867_00058040.wav,bồ câu cũng đã thả đi hết trơn,Yes
segments_16k/salQNsNFQuI_00059424_00059682.wav,chỉ là chuyện nhỏ như con thỏ thôi à,Yes
segments_16k/salQNsNFQuI_00063474_00063716.wav,nè ý cậu chê mình xấu chứ gì muốn gì đây,Yes
segments_16k/jXBggUxaDKU_00036688_00037918.wav,cho đi mà cậu đó từ giờ đừng có phá bảo bối của mình nữa được không đến cậu cũng trách mình nữa sao doraemon nhưng thật sự đúng là lỗi của cậu mà,Yes
