audio_path,transcripts,tag
segments_16k/fPJbpckRkgI_00041198_00041934.wav,trên đầu cỏ xanh ngát dưới ánh nắng mặt trời vàng rực nhìn cả đám bánh kẹo chơi đùa cùng nhau vui ghê,Yes
segments_16k/fPJbpckRkgI_00049474_00049730.wav,nhất định lũ trộm sẽ quay lại bắt tiếp vào tối nay,Yes
segments_16k/fPJbpckRkgI_00050370_00050608.wav,nè tới giờ hai đứa mình phải về nhà rồi,Yes
segments_16k/fPJbpckRkgI_00061720_00061905.wav,cậu ấy vẫn chưa về tới nhà,Yes
segments_16k/fPJbpckRkgI_00064136_00064396.wav,jaian và suneo mới qua nhà kiếm cậu kìa,Yes
segments_16k/fPJbpckRkgI_00067792_00068130.wav,để mình giúp cho tình bạn của cậu với ngọn núi này càng thêm gắn bó nha,Yes
segments_16k/fPJbpckRkgI_00069934_00070318.wav,từ bây giờ thì cậu và nguyên ngọn núi này đã có mối liên kết tình cảm với nhau,Yes
segments_16k/fPJbpckRkgI_00071300_00071620.wav,ngọn núi này yêu quý cậu nên đặc biệt làm ra nó cho cậu,Yes
segments_16k/fPJbpckRkgI_00082442_00082594.wav,dậy đi nobita,Yes
segments_16k/fPJbpckRkgI_00091812_00092078.wav,bạn bè đã lên tiếng thì hơi quá rồi,Yes
segments_16k/fPJbpckRkgI_00106066_00106418.wav,xin ngài hãy giúp tôi dùng phép thuật để bắt nobita đừng đến ngọn núi này nữa,Yes
segments_16k/fPJbpckRkgI_00116398_00116746.wav,đúng là sẽ có những chuyện không may xảy ra trong cuộc sống hằng ngày của cậu,Yes
segments_16k/fPJbpckRkgI_00125361_00125508.wav,chơi bóng chày hay á,Yes
segments_16k/fPJbpckRkgI_00131330_00131540.wav,bộ huấn luyện nhẫn giả,Yes
segments_16k/fPJbpckRkgI_00136926_00137088.wav,cậu có thể nhảy cao hơn mấy nhà luôn,Yes
segments_16k/fPJbpckRkgI_00139706_00139858.wav,cái này là nhẫn thuật đó nha,Yes
segments_16k/fPJbpckRkgI_00143336_00143534.wav,đó chính là hạt giống cây robot,Yes
segments_16k/fPJbpckRkgI_00144548_00144790.wav,cậu cần phải tập trung liên tục nhảy qua cây,Yes
segments_16k/fPJbpckRkgI_00145018_00145336.wav,đến một ngày cậu sẽ thấy mình có thể nhảy cao đến mức kinh ngạc,Yes
segments_16k/fPJbpckRkgI_00145396_00145688.wav,cậu có thể điều chỉnh thời gian phát triển của cây bằng núm xoay này,Yes
segments_16k/fPJbpckRkgI_00146196_00146488.wav,cậu lại tiếp tục muốn thử chơi chơi bảo bối của mình chứ,Yes
segments_16k/fPJbpckRkgI_00153010_00153232.wav,cậu đã nói rèn luyện như thế nào cũng chịu mà,Yes
segments_16k/fPJbpckRkgI_00162410_00162680.wav,nếu ngậm cái này vào miệng rồi tập trung tâm trí,Yes
segments_16k/fPJbpckRkgI_00194624_00194942.wav,bây giờ cậu hãy lên lịch trình tất cả những việc mà cậu muốn làm trước đã,Yes
segments_16k/fPJbpckRkgI_00194942_00195188.wav,mấy giờ bắt đầu mấy giờ kết thúc mấy giờ nghỉ ngơi,Yes
segments_16k/fPJbpckRkgI_00198696_00198994.wav,hãy ghi vô là học từ hai giờ ba mươi đến bốn giờ ba mươi nhanh,Yes
segments_16k/fPJbpckRkgI_00202262_00202480.wav,viết xong rồi thì cậu mau bỏ vô đó đi,Yes
segments_16k/fPJbpckRkgI_00203320_00203564.wav,cậu phải để dọc như vầy nè,Yes
segments_16k/fPJbpckRkgI_00205766_00206042.wav,cậu nhầm rồi đó người phải học là nobita đây nè,Yes
segments_16k/fPJbpckRkgI_00206452_00206814.wav,người nào bỏ tấm thẻ lịch trình vào thì người đó mới làm theo đúng lịch,Yes
segments_16k/fPJbpckRkgI_00213284_00213478.wav,nhưng mà vẫn phải đi theo đúng lịch trình,Yes
segments_16k/fPJbpckRkgI_00219662_00219898.wav,hay là mình chuyển qua chơi cái khác có được không,Yes
segments_16k/fPJbpckRkgI_00222758_00222980.wav,gì chứ một người cũng tự chơi được,Yes
segments_16k/fPJbpckRkgI_00227206_00227366.wav,kết thúc trò này giùm cái đi,Yes
segments_16k/fPJbpckRkgI_00235676_00236086.wav,mình chắc chắn là cái đồng hồ lịch trình đó sẽ không bao giờ quay trở lại đây nữa,Yes
segments_16k/fPJbpckRkgI_00246373_00246556.wav,và và cái đồng hồ đó,Yes
segments_16k/dVMcs8oqDOU_00013572_00013797.wav,đến thẩm mỹ viện,Yes
segments_16k/dVMcs8oqDOU_00041662_00041840.wav,lại bị ai đó bắt nạt nữa có đúng không,Yes
segments_16k/dVMcs8oqDOU_00041934_00042022.wav,mau nói cho mình biết đi,Yes
segments_16k/dVMcs8oqDOU_00042754_00042964.wav,thần gió bắc và thần mặt trời,Yes
segments_16k/dVMcs8oqDOU_00043040_00043332.wav,hai bảo bối này cũng giống như trong truyện gió bắc và mặt trời,Yes
segments_16k/dVMcs8oqDOU_00043346_00043644.wav,nó có thể làm cho đối phương tự cởi bỏ trang phục mà họ đang mặc,Yes
segments_16k/dVMcs8oqDOU_00044010_00044222.wav,cậu cứ dùng cái này để đối phó với suneo đi,Yes
segments_16k/dVMcs8oqDOU_00055272_00055490.wav,bây giờ chúng tôi không thể dừng lại được thôi,No
segments_16k/dVMcs8oqDOU_00055836_00056136.wav,nếu như chưa hoàn thành nhiệm vụ thì bọn chúng sẽ không dừng lại được đâu,Yes
segments_16k/5g6RymU3RiA_00038782_00038884.wav,chứ còn gì nữa,Yes
segments_16k/5g6RymU3RiA_00041902_00042118.wav,như vậy vẫn chưa hết đâu nha,Yes
segments_16k/5g6RymU3RiA_00042180_00042410.wav,người ngoài hành tinh erc,Yes
segments_16k/5g6RymU3RiA_00062267_00062386.wav,nhìn họ mắc cười,Yes
segments_16k/5g6RymU3RiA_00080954_00081188.wav,do xã hội phát triển nên nó mới suy tàn,Yes
segments_16k/5g6RymU3RiA_00081338_00081880.wav,đúng là ta đôi khi có năng lực phát ra một loại sống âm đặc biệt và thần giao cách cảm khi gặp nguy hiểm,Yes
segments_16k/5g6RymU3RiA_00082094_00082520.wav,họ sẽ nhìn thấy những thứ rất đáng sợ không tồn tại và hoảng sợ bỏ chạy,Yes
segments_16k/5g6RymU3RiA_00083592_00083998.wav,thật ra các nhà khoa học trong tương lai đã thực hiện những thí nghiệm tương tự như vậy,Yes
segments_16k/5g6RymU3RiA_00084374_00084576.wav,khi cậu để chiếc lá này lên đầu,Yes
segments_16k/5g6RymU3RiA_00084576_00084892.wav,cậu sẽ có thể truyền sóng thần giao cách cảm để bỏ bùa người khác,Yes
segments_16k/5g6RymU3RiA_00087278_00087536.wav,không phải chỉ có tanuki mới dùng được thôi đâu nha,Yes
segments_16k/5g6RymU3RiA_00089062_00089342.wav,cậu dùng cho pero không hiệu quả là đúng rồi,Yes
segments_16k/5g6RymU3RiA_00089770_00090178.wav,còn chú chó hạnh phúc như pero thì không cần phải bỏ bùa người khác làm gì,Yes
segments_16k/5g6RymU3RiA_00097386_00097606.wav,chủ nhân kia mà xấu tính quá trời luôn,Yes
segments_16k/5g6RymU3RiA_00098326_00098520.wav,tụi mình sẽ không làm gì cậu đâu mà,Yes
segments_16k/BLYVLNwEiNQ_00002768_00003028.wav,cái cậu cầm trên tay được gọi là đường hầm cổ tích,Yes
segments_16k/BLYVLNwEiNQ_00003028_00003210.wav,tóm lại nó hơi giống với bảo bối,Yes
segments_16k/BLYVLNwEiNQ_00003488_00003794.wav,nếu là truyện tranh thì cứ đặt nó vào trang mà cậu muốn giao lại được,Yes
segments_16k/BLYVLNwEiNQ_00012800_00012968.wav,mình nghĩ chắc là nó ở đâu đây,No
segments_16k/BLYVLNwEiNQ_00015980_00016212.wav,mày có biết tao tìm mày nãy giờ không,Yes
segments_16k/BLYVLNwEiNQ_00016628_00016834.wav,sau đó bảo bối sẽ tự tìm điểm ngứa và gãi,Yes
segments_16k/BLYVLNwEiNQ_00029138_00029295.wav,con xin chào cả nhà,Yes
segments_16k/BLYVLNwEiNQ_00034560_00034770.wav,thì cậu không thể nào dừng nó lại được đâu,Yes
segments_16k/BLYVLNwEiNQ_00035206_00035566.wav,cậu chỉ có thể tắt khi nào cô bé lọ lem trở về đúng thế giới của cô ấy mà,Yes
segments_16k/BLYVLNwEiNQ_00070090_00070294.wav,chị có phải là cô bé lọ lem không,Yes
segments_16k/BLYVLNwEiNQ_00070696_00070956.wav,chiếc giày thủy tinh này có phải là của chị không dạ,Yes
segments_16k/BLYVLNwEiNQ_00091138_00091440.wav,nói như vậy là em sẽ được xuất hiện trên tivi có đúng không,No
segments_16k/BLYVLNwEiNQ_00091986_00092206.wav,em tên gouda jaiko,Yes
segments_16k/BLYVLNwEiNQ_00097794_00097944.wav,để mình nói cho là vậy nè,Yes
segments_16k/BLYVLNwEiNQ_00100698_00100910.wav,chúng ta hãy mau bắt đầu giải cứu jaiko đi,Yes
segments_16k/BLYVLNwEiNQ_00103264_00103628.wav,tụi mình chỉ còn cách duy nhất là đem cô bé lọ lem tới đây và thử giày thuỷ tinh một lần nữa,Yes
segments_16k/BLYVLNwEiNQ_00110685_00110920.wav,thì có phải là chiếc này mà chị đã đánh rơi không,Yes
segments_16k/BLYVLNwEiNQ_00134372_00134574.wav,mình đã hét vào mặt của suneo như vậy,Yes
segments_16k/BLYVLNwEiNQ_00134766_00134936.wav,chỉ vì bánh rán mà phản bội bạn bè,Yes
segments_16k/BLYVLNwEiNQ_00136034_00136264.wav,nhưng lúc đó cậu nói là mình có thể ăn,Yes
segments_16k/BLYVLNwEiNQ_00145890_00146132.wav,suneo ơi cậu đang ở đâu,Yes
segments_16k/BLYVLNwEiNQ_00165344_00165504.wav,hay là ở trong cái chuông ta,Yes
segments_16k/BLYVLNwEiNQ_00167306_00167422.wav,cậu đi đâu mà bỏ,Yes
segments_16k/BLYVLNwEiNQ_00169640_00169790.wav,nobita à,Yes
segments_16k/BLYVLNwEiNQ_00194274_00194576.wav,đã đưa xe bằng máy hút bụi,Yes
segments_16k/BLYVLNwEiNQ_00209064_00209528.wav,chỉ vì cậu không được đi siêu xe không có truyện tranh để đọc không được coi tivi nên mới như vậy,Yes
segments_16k/BLYVLNwEiNQ_00212156_00212386.wav,với bảo bối này không có gì là không thể,Yes
segments_16k/BLYVLNwEiNQ_00212482_00212700.wav,thử thôi miên cái gương này trước đi nha,Yes
segments_16k/BLYVLNwEiNQ_00214100_00214342.wav,giờ thì cậu có thể thoải mái ở đây coi tivi rồi ha,Yes
segments_16k/BLYVLNwEiNQ_00214544_00214884.wav,cậu còn có thể chuyển kênh bằng các nút xoay ở tay nắm ngăn kéo nữa,Yes
segments_16k/BLYVLNwEiNQ_00238619_00238767.wav,giờ tụi mình tới chỗ này đi,Yes
segments_16k/BLYVLNwEiNQ_00244352_00244488.wav,chuyện đó còn chưa chắc đâu,Yes
segments_16k/BLYVLNwEiNQ_00265666_00265882.wav,lưỡi câu gia tăng kích thước,Yes
segments_16k/BLYVLNwEiNQ_00266144_00266304.wav,của những thứ mà cậu đã câu được đó,Yes
segments_16k/BLYVLNwEiNQ_00269534_00269764.wav,sau đó dùng cái này để in hình của cá,Yes
segments_16k/BLYVLNwEiNQ_00269764_00270052.wav,bảo bối giấy in hình cá siêu cấp tốc,Yes
segments_16k/BLYVLNwEiNQ_00270168_00270410.wav,bây giờ đưa nó lên đây để mình chụp cho,Yes
segments_16k/BLYVLNwEiNQ_00271084_00271394.wav,tiếp theo gỡ móc câu ra để nó trở lại kích thước cũ,Yes
segments_16k/BLYVLNwEiNQ_00285172_00285366.wav,quỷ quái đầu trọc,Yes
segments_16k/BLYVLNwEiNQ_00291052_00291344.wav,hay là để mình đổi móc câu gia tăng kích thước cho ba coi sao,Yes
segments_16k/BLYVLNwEiNQ_00301464_00301742.wav,không hiểu sao ở dưới nước tay của mình trơn quá trời luôn,Yes
segments_16k/BLYVLNwEiNQ_00302852_00303028.wav, nobita mau kiếm con cá lại đây,Yes
segments_16k/BLYVLNwEiNQ_00318572_00318758.wav,đâu có thấy cái móc cầu ở đâu,Yes
segments_16k/BLYVLNwEiNQ_00327568_00327796.wav,cậu có thấy nobita ở đâu không vậy,No
segments_16k/BLYVLNwEiNQ_00330720_00330950.wav,trước hết chúng ta phải làm xong công việc của cậu đi,Yes
segments_16k/BLYVLNwEiNQ_00332394_00333430.wav,ráng một chút xíu nữa chút xíu nữa được rồi không phải động đất đâu căn nhà này sắp sửa biến thành một con robot,Yes
segments_16k/BLYVLNwEiNQ_00335774_00336162.wav,không có gì đâu nhưng mà chỗ này có vẻ hơi bừa bộn một chút xíu,Yes
segments_16k/BLYVLNwEiNQ_00355192_00355434.wav,cậu đúng là ngôi nhà có một không hai,Yes
segments_16k/BLYVLNwEiNQ_00372086_00372266.wav,mình nghĩ chắc là được rồi,Yes
segments_16k/BLYVLNwEiNQ_00390234_00390458.wav,mau nói cho mình biết chuyện gì xảy ra,Yes
segments_16k/BLYVLNwEiNQ_00391542_00391800.wav,hay là shizuka đã từ chối về cậu rồi,Yes
segments_16k/BLYVLNwEiNQ_00392642_00392884.wav,cậu nói gì mình không hiểu gì hết trơn,Yes
segments_16k/BLYVLNwEiNQ_00404242_00404394.wav,à mình có ý này nè,Yes
segments_16k/BLYVLNwEiNQ_00418962_00419232.wav,hả cậu đã sử dụng đèn pin lột da sao,No
segments_16k/BLYVLNwEiNQ_00447778_00448092.wav,theo mình nghĩ chắc là đã làm huề với nhau rồi đó,Yes
segments_16k/BLYVLNwEiNQ_00456135_00456358.wav,nhưng mà em tính đi dạo ở đâu mới được chứ,Yes
segments_16k/BLYVLNwEiNQ_00457838_00458193.wav,với lại mình cảm thấy dạo này dorami muốn giấu mình chuyện gì hay sao á,Yes
segments_16k/BLYVLNwEiNQ_00462224_00462452.wav,đây là nhà của suneo mà ta,Yes
segments_16k/BLYVLNwEiNQ_00473170_00473366.wav,có khi nào cảm giác đó chính là,No
segments_16k/BLYVLNwEiNQ_00491666_00491785.wav,không phải như vậy,Yes
segments_16k/BLYVLNwEiNQ_00492210_00492446.wav,đã vậy còn là định mệnh của nhau cái gì chứ,Yes
segments_16k/BLYVLNwEiNQ_00509052_00509368.wav,nãy giờ tụi em đang lồng tiếng cho nhân vật trong phim này nè,No
segments_16k/BLYVLNwEiNQ_00512388_00512693.wav,tại anh mà bây giờ không còn bất ngờ gì nữa hết,No
segments_16k/BLYVLNwEiNQ_00516052_00516172.wav,jaian nói rất đúng,Yes
segments_16k/2GpvaDX30qw_00044758_00045126.wav,là jaiko anh nobita ơi em muốn anh làm nhân vật mẫu cho truyện,No
segments_16k/2GpvaDX30qw_00089376_00089566.wav,đương nhiên là mình nói thiệt rồi,Yes
segments_16k/2GpvaDX30qw_00095846_00096038.wav,nước hoa quyến rũ nè,Yes
segments_16k/2GpvaDX30qw_00099948_00100168.wav,nhưng mà làm sao tặng cô ấy đây,Yes
segments_16k/2GpvaDX30qw_00107578_00107685.wav,rất vui được gặp cậu,Yes
segments_16k/2GpvaDX30qw_00107864_00108038.wav,đến tặng cho lia nè,Yes
segments_16k/2GpvaDX30qw_00109076_00109196.wav,vậy thì tốt,Yes
segments_16k/2GpvaDX30qw_00110482_00113030.wav,dora à cảm ơn cậu nhiều lắm cậu chịu khó tới đây chơi với mình còn tặng quà cho mình nữa mình cảm động lắm không có gì không có gì cậu không cần khách sao đâu hôm nay có thể gặp và kết bạn với cậu mình thực sự cảm thấy rất là vui vui quá vui qua vui qua vui ơi là vui,No
segments_16k/2GpvaDX30qw_00113311_00113622.wav,mình cũng ước gì có một căn phòng riêng giống cậu,Yes
segments_16k/2GpvaDX30qw_00126074_00126211.wav,woa hoa đẹp quá chừng,No
segments_16k/2GpvaDX30qw_00130840_00131048.wav,hi có gì đâu,Yes
segments_16k/2GpvaDX30qw_00131048_00131234.wav,chỉ là chuyện nhỏ thôi mà,Yes
segments_16k/2GpvaDX30qw_00132996_00133266.wav,chỉ cậu thấy vui là mình cũng thấy vui rồi,Yes
segments_16k/2GpvaDX30qw_00138418_00138676.wav,lia cũng trể rồi chúng ta về nhà đi ha,Yes
segments_16k/2GpvaDX30qw_00164978_00165282.wav,mình đã đánh đuổi hết bọn chúng đi rồi nè,Yes
segments_16k/2GpvaDX30qw_00174952_00175042.wav,có gì đâu,Yes
segments_16k/2GpvaDX30qw_00179004_00179184.wav,thật ra thứ làm cho lia hạnh phúc,Yes
segments_16k/2GpvaDX30qw_00180170_00180356.wav,cánh cửa thần kỳ,Yes
segments_16k/2GpvaDX30qw_00188680_00188876.wav,trời ơi đừng có chọc mình như vậy mà,Yes
segments_16k/2GpvaDX30qw_00203508_00203676.wav,cứ việc quăng cái găng tay vào mục tiêu,Yes
segments_16k/2GpvaDX30qw_00203676_00203804.wav,thì tự động nó sẽ mang vào,Yes
segments_16k/2GpvaDX30qw_00267806_00268176.wav,nếu như vậy thì chúng ta chỉ cần chụp rõ hình ảnh của cô gái này là được,Yes
segments_16k/2GpvaDX30qw_00268652_00268880.wav,bây giờ chỉ cần để tấm hình này vào trong cái máy,Yes
segments_16k/2GpvaDX30qw_00288328_00288548.wav,chắc cậu phải nói thế rồi nobita à,Yes
segments_16k/2GpvaDX30qw_00319914_00320108.wav,à mình cũng rất vui khi được quen với cậu,Yes
segments_16k/2GpvaDX30qw_00320108_00320324.wav,sinh nhật của mình cậu nhớ đến dự nha,Yes
segments_16k/2GpvaDX30qw_00320466_00320716.wav,mình không muốn tên kia đến dự sinh nhật của mình đâu,Yes
segments_16k/2GpvaDX30qw_00342704_00342886.wav,còn có món bảo bối này,Yes
segments_16k/2GpvaDX30qw_00343362_00343540.wav,khi rắc bột này lên món nào,Yes
segments_16k/2GpvaDX30qw_00343540_00343706.wav,thì món đó sẽ trở nên rất ngon,Yes
segments_16k/2GpvaDX30qw_00344672_00344894.wav,nobita à cậu mau rắc bột gia vị vô đi,Yes
segments_16k/2GpvaDX30qw_00349110_00349280.wav,chỉ cần có bảo bối này trong tay,Yes
segments_16k/2GpvaDX30qw_00349280_00349452.wav,thì cậu muốn ăn bao nhiêu cũng được hết,Yes
segments_16k/2GpvaDX30qw_00372020_00372192.wav,cùng che cây dù này đi dưới mưa,Yes
segments_16k/2GpvaDX30qw_00376554_00376668.wav,đừng đứng ở đây nữa,Yes
segments_16k/Az784KG1_0A_00003000_00004092.wav,dekisugi à shizuka bài tập hôm nay khó quá mình muốn nhờ cậu giúp mình làm được không được chứ nhưng mà giờ mình có hẹn đi đá banh với mọi người rồi đợi mình đá xong mình chỉ cậu có được không,No
segments_16k/Az784KG1_0A_00011190_00011902.wav,không thể thay đổi cả ba tính năng này trong cùng một lúc được đâu hở khi cậu kéo một cái lên thì hai cái còn lại sẽ tụt xuống,Yes
segments_16k/Az784KG1_0A_00029538_00029802.wav,sao mày cứ chạy ra ngoài cắn người ta vậy,Yes
segments_16k/Az784KG1_0A_00032986_00033136.wav,hèn chi thấy cậu lạ quá,No
segments_16k/Az784KG1_0A_00033136_00033412.wav,hay là bây giờ chúng ta trao đổi thư từ liên lạc nha,Yes
segments_16k/Az784KG1_0A_00035074_00035374.wav,bán hàng gì mà cứ thấy cái bản mặt đó có chút gì quen quen,Yes
segments_16k/nqHHAacbUDY_00024876_00025070.wav,cậu định làm cái gì vậy hả nobita,Yes
segments_16k/nqHHAacbUDY_00025806_00026032.wav,sao khi không cậu lại nói như vậy chứ,Yes
segments_16k/nqHHAacbUDY_00028833_00029152.wav,cái tên nobita nghe cũng đâu có dở lắm đâu chứ,Yes
segments_16k/nqHHAacbUDY_00029564_00029736.wav,lúc đọc lên nghe rất thuận miệng,Yes
segments_16k/nqHHAacbUDY_00031508_00031602.wav,dừng lại đi,Yes
segments_16k/nqHHAacbUDY_00046218_00046392.wav,cậu đang nói cái gì vậy hả,Yes
segments_16k/nqHHAacbUDY_00048586_00048724.wav,thì dùng cỗ máy thời gian,Yes
segments_16k/nqHHAacbUDY_00048724_00048938.wav,trở về ngày mà cậu ra đời,Yes
segments_16k/nqHHAacbUDY_00051266_00051572.wav,mình thấy khả năng cậu là con nuôi có phần trăm hơi cao rồi đó,Yes
segments_16k/nqHHAacbUDY_00051805_00051952.wav,mình nói giỡn mình nói giỡn thôi mà,Yes
segments_16k/nqHHAacbUDY_00052267_00052500.wav,có thể đây vẫn còn là phòng của ba thôi à,Yes
segments_16k/nqHHAacbUDY_00061278_00061594.wav,đúng là ba đã có ý định chụp cậu lúc ra đời thiệt đó,Yes
segments_16k/nqHHAacbUDY_00098034_00098188.wav,cẩn thận coi chừng đó nobita,Yes
segments_16k/nqHHAacbUDY_00103388_00103592.wav,giờ thì cậu đã yên tâm rồi đúng không,Yes
segments_16k/nqHHAacbUDY_00103592_00103878.wav,không họ đích thực là người đã sinh ra cậu đó nobita,Yes
segments_16k/nqHHAacbUDY_00103878_00104140.wav,và ba mẹ cũng rất yêu thương cậu nữa,Yes
segments_16k/nqHHAacbUDY_00104461_00104652.wav,nhìn ở bên kia kìa nobita,Yes
segments_16k/nqHHAacbUDY_00105272_00105383.wav,qua bên đó đi,Yes
segments_16k/nqHHAacbUDY_00106150_00106290.wav,không chỉ vậy đâu nha,Yes
segments_16k/N1ABgn8-B8w_00027404_00027706.wav,chưa gì mà cậu đã dậy rồi hả,Yes
segments_16k/N1ABgn8-B8w_00028324_00028586.wav,cậu không được tháo đĩa giấc mơ ra giữa chừng như vậy đâu,Yes
segments_16k/N1ABgn8-B8w_00123328_00124066.wav,chưa gì mà trời đã sáng rồi sao nè nobita mau nói cho mình nghe đi cậu đã học được gì từ giấc mơ,Yes
segments_16k/N1ABgn8-B8w_00161864_00162080.wav,mình xem xong chương trình này mình làm cũng được,Yes
segments_16k/N1ABgn8-B8w_00170990_00171114.wav,cậu cậu bị làm sao,Yes
segments_16k/N1ABgn8-B8w_00177250_00177542.wav,máy tìm đồ thất lạc bằng ký ức,Yes
segments_16k/N1ABgn8-B8w_00181294_00181532.wav,nếu cậu nhớ hình dạng của vật đó thì sẽ được,Yes
segments_16k/N1ABgn8-B8w_00181532_00181766.wav,nhưng cậu phải hứa không được quên học bài đó,Yes
segments_16k/N1ABgn8-B8w_00185350_00185630.wav,cậu lập tức dẹp cái máy rồi vô bàn ngồi học bài cho mình đi,Yes
segments_16k/N1ABgn8-B8w_00186722_00186922.wav,mình không thèm quan tâm nữa đâu,Yes
segments_16k/N1ABgn8-B8w_00198732_00198986.wav,các cậu có hứa sau khi dùng xong sẽ đi học bài không,Yes
segments_16k/N1ABgn8-B8w_00211476_00211688.wav,năm nay cậu bao nhiêu tuổi rồi chứ,Yes
segments_16k/6m-TAGhSfdA_00012506_00012760.wav,đương nhiên mình phải có cách để chúng ta ra biển rồi,Yes
segments_16k/6m-TAGhSfdA_00012894_00013172.wav,nó sẽ từ từ di chuyển tới những nơi nào có mặt nước,Yes
segments_16k/6m-TAGhSfdA_00013541_00013708.wav,không phải trên trái đất của chúng ta,Yes
segments_16k/6m-TAGhSfdA_00025256_00025478.wav,chúng ta chỉ cần nhảy thêm một bước nữa thôi,Yes
segments_16k/6m-TAGhSfdA_00027104_00027354.wav,con tàu đưa chúng ta tới nơi cần tới rồi đó,Yes
segments_16k/6m-TAGhSfdA_00027672_00027812.wav,hay là mình ngoi lên bờ nha,Yes
segments_16k/zMdA4LYxCag_00000562_00000800.wav,bình xịt che lấp khuyết điểm,Yes
segments_16k/zMdA4LYxCag_00001388_00001730.wav,tốn công ngồi nãy giờ dễ mà lại bỏ bộ cậu không thấy uổng sao,Yes
segments_16k/zMdA4LYxCag_00029392_00029510.wav,cứ để đó cho mình lo,Yes
segments_16k/zMdA4LYxCag_00040240_00040416.wav,shizuka đúng là một thiên tài,Yes
segments_16k/zMdA4LYxCag_00047078_00047334.wav,kể từ giờ chúng ta không còn sợ nữa rồi,Yes
segments_16k/jAUdO8KzcP8_00010726_00011022.wav,nobita à  bây giờ mình phải về nhà để học đàn,No
segments_16k/jAUdO8KzcP8_00086152_00086468.wav,suneo nói vậy là đúng rồi đó gặp những lúc,Yes
segments_16k/jAUdO8KzcP8_00091060_00091434.wav,cho nên mình không thể nào kìm lại được,Yes
segments_16k/jAUdO8KzcP8_00119076_00119328.wav,nếu mà cứ như vậy thì sẽ càng có thêm nhiều nạn nhân khác,Yes
segments_16k/jAUdO8KzcP8_00119328_00119528.wav,chúng ta nhất định phải lấy lại cái nón thôi,Yes
segments_16k/jAUdO8KzcP8_00119809_00120046.wav,trong thời gian đó cậu hãy lẻn ra phía sau của jaian,Yes
segments_16k/jAUdO8KzcP8_00123522_00123708.wav,mau trả cái nón lại cho mình đi,Yes
segments_16k/jAUdO8KzcP8_00132172_00132538.wav,bởi vì hiện giờ nobita mới là người duy nhất có thể tới gần được jaian,Yes
segments_16k/jAUdO8KzcP8_00138230_00138380.wav,không thể làm được đâu nobita,Yes
segments_16k/jAUdO8KzcP8_00141478_00141770.wav,nobita đã vượt qua được thiết bị đọc suy nghĩ trong tương lai luôn,Yes
segments_16k/jAUdO8KzcP8_00143450_00143738.wav,chẳng qua là vì cậu ấy không điều khiển được hành động của mình,Yes
segments_16k/diu4Nlu1Iyk_00003929_00004150.wav,chắc lúc đó cậu xấu hổ lắm,Yes
segments_16k/diu4Nlu1Iyk_00005778_00005892.wav,nobita à,Yes
segments_16k/diu4Nlu1Iyk_00006918_00007362.wav,sẽ làm cho vị trí ngôi nhà và vị trí cửa các phòng sẽ thay đổi như một mê cung vậy,Yes
segments_16k/diu4Nlu1Iyk_00008412_00008634.wav,kết cấu căn nhà bị thay đổi nên vậy,Yes
segments_16k/diu4Nlu1Iyk_00015680_00015813.wav,cái gì mà nhiều vòng quá vậy,Yes
segments_16k/diu4Nlu1Iyk_00020656_00020846.wav,nobita quay lại đây đi,Yes
segments_16k/diu4Nlu1Iyk_00037772_00038058.wav,mau đưa chúng ta tới phòng nobita nhanh lên,Yes
segments_16k/diu4Nlu1Iyk_00041578_00041812.wav,vụ này là mình bó tay thiệt rồi,Yes
segments_16k/diu4Nlu1Iyk_00042124_00042388.wav,chắc là do chúng ta đang ở trong ngôi nhà mê cung,Yes
segments_16k/diu4Nlu1Iyk_00092158_00092360.wav,em đúng là có năng khiếu viết truyện tranh,No
segments_16k/diu4Nlu1Iyk_00099034_00099268.wav,jaian đã tha thiết cầu xin chúng ta như vậy,Yes
segments_16k/diu4Nlu1Iyk_00099412_00099726.wav,nhưng mà phải làm sao để mọi người biết được chuyện của jaiko,Yes
segments_16k/diu4Nlu1Iyk_00112028_00112182.wav,cảm ơn quý khách rất nhiều,Yes
segments_16k/diu4Nlu1Iyk_00116430_00116632.wav,đống truyện chỉ còn có ba cuốn thôi à,Yes
segments_16k/diu4Nlu1Iyk_00118150_00118306.wav,còn tính toán gì nữa,Yes
segments_16k/diu4Nlu1Iyk_00120758_00121061.wav,bây giờ thì em đã tin em có năng khiếu sáng tác truyện tranh rồi,No
segments_16k/diu4Nlu1Iyk_00121348_00121609.wav,bây giờ em phải đi thăm dò ý kiến của độc giả mới được,No
segments_16k/diu4Nlu1Iyk_00121778_00122018.wav,cho em hỏi cuốn truyện hay lắm có đúng không,No
segments_16k/diu4Nlu1Iyk_00132916_00133088.wav,thôi đi suốt ngày cứ than thở,Yes
