audio_path,transcripts,tag
segments_16k/ulfHHIuksAQ_00136480_00136600.wav,trả lại đây,No
segments_16k/C6pftVaZklg_00005480_00005810.wav,mình biết một nơi rất rộng và có nguồn nước miễn phí đây nè,Yes
segments_16k/C6pftVaZklg_00006644_00006894.wav,thật ra mây là từ hơi nước kết tụ mà thành,Yes
segments_16k/C6pftVaZklg_00007034_00007226.wav,khi nước nóng đến một nhiệt độ nào đó,Yes
segments_16k/C6pftVaZklg_00007406_00007566.wav,tới một độ cao nhất định,Yes
segments_16k/C6pftVaZklg_00008880_00009118.wav,nhưng vẫn ở trạng thái có thể nổi lên trên không trung,Yes
segments_16k/C6pftVaZklg_00009118_00009404.wav,để mình lựa coi đám mây nào thích hợp vậy ta,Yes
segments_16k/C6pftVaZklg_00010218_00010358.wav,vậy là xong rồi đó,Yes
segments_16k/C6pftVaZklg_00010638_00010766.wav,nước ở đây ấm lắm,Yes
segments_16k/C6pftVaZklg_00010766_00010930.wav,cậu xuống đây đi nobita à,Yes
segments_16k/C6pftVaZklg_00024960_00025158.wav,vậy thì mình sẽ dùng cái này cưa đám mây,Yes
segments_16k/C6pftVaZklg_00026068_00026200.wav,sao mà ăn gian vậy,Yes
segments_16k/C6pftVaZklg_00027018_00027264.wav,mình sẽ dùng nó hút những đám mây xung quanh tới đây,Yes
segments_16k/C6pftVaZklg_00043396_00043550.wav,cũng may cho các cậu đó,Yes
segments_16k/J5uCsKfXkYs_00017244_00017444.wav,bây giờ cậu đem giấu cái bánh rán này,Yes
segments_16k/J5uCsKfXkYs_00018168_00018458.wav,nếu để mình tìm thấy dễ thì chán lắm,Yes
segments_16k/J5uCsKfXkYs_00020776_00020888.wav,bánh rán đang ở đâu,Yes
segments_16k/J5uCsKfXkYs_00021028_00021182.wav,bánh rán có hình tròn,Yes
segments_16k/J5uCsKfXkYs_00021182_00021420.wav,hình tròn thì liên tưởng đến mặt trăng,Yes
segments_16k/J5uCsKfXkYs_00022214_00022428.wav,số không liên tưởng đến nobita,Yes
segments_16k/J5uCsKfXkYs_00024008_00024170.wav,cậu làm mình giận rồi đó nha,Yes
segments_16k/J5uCsKfXkYs_00060134_00060358.wav,người lấy đồng xu vàng tối hôm qua là ai,Yes
segments_16k/J5uCsKfXkYs_00065490_00065696.wav,làm sao tìm ra đồng xu vàng bây giờ,Yes
segments_16k/J5uCsKfXkYs_00066488_00066822.wav,mình muốn dùng cái này để câu lại đồng xu vàng đã bị mất tối hôm qua,Yes
