audio_path,transcripts,tag
segments_16k/bRUvt1gsCOs_00013528_00013804.wav,suneo đến thẩm mỹ viện,Yes
segments_16k/bRUvt1gsCOs_00041636_00041846.wav,lại bị ai đó bắt nạt nữa có đúng không,Yes
segments_16k/bRUvt1gsCOs_00041926_00042028.wav,mau nói cho mình biết đi,Yes
segments_16k/bRUvt1gsCOs_00043044_00043336.wav,hai bảo bố này cũng giống như trong truyện gió bắc và mặt trời,Yes
segments_16k/bRUvt1gsCOs_00043336_00043650.wav,nó có thể làm cho đối phương tự cởi bỏ trang phục mà họ đang mặc,Yes
segments_16k/bRUvt1gsCOs_00055822_00055954.wav,nếu như chưa hoàn thành nhiệm vụ,Yes
segments_16k/bRUvt1gsCOs_00055954_00056098.wav,thì bọn chúng sẽ không dừng lại được đâu,Yes
segments_16k/wfxrMCHqfRI_00008394_00010112.wav,cái gì hết đó nobita bộ cậu nghĩ con gái nào cũng thích nghe chuyện robot sao nếu cậu hiểu được cảm giác của shizuka lúc đó thì cậu đã không rơi vào hoàn cảnh xấu hổ như vậy rồi  cậu nói cái gì cậu làm mình thất vọng đi bạn bè bênh nhau gì hết cậu không an ủi mình mà còn nói những lời cay đắng,No
segments_16k/wfxrMCHqfRI_00063838_00064126.wav,cách hoạt động của chuken-pa là cho dù nó có gặp chuyện gì đi nữa,Yes
segments_16k/wfxrMCHqfRI_00064866_00065004.wav,không không thể được,Yes
segments_16k/wfxrMCHqfRI_00076036_00076250.wav,mũi đánh hơi siêu cấp,Yes
segments_16k/wfxrMCHqfRI_00076452_00076724.wav,cầm lấy đi cậu hãy dùng bảo bối này để đi tìm chuken-pa,Yes
segments_16k/wfxrMCHqfRI_00078552_00078774.wav,tới đây thì không còn mùi của chuken-pa nữa,Yes
segments_16k/wfxrMCHqfRI_00079558_00079874.wav,bây giờ trời đã tối rồi chúng ta về nhà trước đi,Yes
segments_16k/wfxrMCHqfRI_00081110_00081298.wav,chúng ta mau về nhà đi nobita,Yes
segments_16k/wfxrMCHqfRI_00131480_00131754.wav,sao tự nhiên hôm nay  cậu lại đòi giúp mẹ vậy,Yes
segments_16k/wfxrMCHqfRI_00142570_00143044.wav,sẽ có một hố trắng vũ trụ nó sẽ đưa mọi thứ ra bên ngoài,Yes
segments_16k/wfxrMCHqfRI_00143318_00143488.wav,như hai cái hố đó trong vũ trụ vậy,Yes
segments_16k/wfxrMCHqfRI_00152248_00152346.wav,đừng có để như vậy,Yes
segments_16k/wfxrMCHqfRI_00158558_00158740.wav,ờ hôm nay tụi mình may mắn thiệt,Yes
segments_16k/wfxrMCHqfRI_00177122_00177264.wav,càng hút nhiều thứ vào trong đó,Yes
segments_16k/wfxrMCHqfRI_00201582_00201796.wav,rất khó để tìm điểm tốt của jaian,Yes
segments_16k/wfxrMCHqfRI_00203780_00203996.wav,bút bi theo dõi,Yes
segments_16k/wfxrMCHqfRI_00204448_00204694.wav,thì người đó sẽ làm theo đúng y cho những gì mà cậu viết,Yes
segments_16k/wfxrMCHqfRI_00204694_00204966.wav,như vậy thì những gì không thật cũng sẽ trở thành sự thật,Yes
segments_16k/wfxrMCHqfRI_00205108_00205273.wav,sao cậu không thử viết đi,Yes
segments_16k/wfxrMCHqfRI_00206473_00206638.wav,có giỏi thì cậu qua lấy đi nè,Yes
segments_16k/TW2jBoOHoXs_00024664_00025038.wav,con ngáo ộp này tính cách vóc dáng đều giống như bạn hết,No
segments_16k/TW2jBoOHoXs_00081802_00082028.wav,mai mốt đừng bao giờ nghĩ tới trả thù nữa,No
segments_16k/TW2jBoOHoXs_00089496_00089642.wav,mình sẽ cho bạn mượn cái này,Yes
segments_16k/TW2jBoOHoXs_00089642_00089914.wav,búp bê dự báo sự việc,Yes
segments_16k/TW2jBoOHoXs_00092296_00092444.wav,vậy là rõ ràng rồi,Yes
