audio_path,transcripts,tag
segments_16k/rOkV-mTWHdA_00055588_00055838.wav,để các cậu coi hình cho biết chỗ đó ra sao nha,Yes
segments_16k/rOkV-mTWHdA_00065642_00065794.wav,cứ để đó nó sẽ tự bớt,Yes
segments_16k/rOkV-mTWHdA_00092126_00092404.wav,một đàn cá đang bơi chậm rãi dưới ánh trăng,Yes
segments_16k/Eg_mlzLVtrc_00012746_00013119.wav,đừng có ở đó nói khích mình nghe chưa,Yes
segments_16k/Eg_mlzLVtrc_00014400_00014626.wav,thì dùng chính năng lực của bản thân mình đi giải quyết đi,Yes
segments_16k/Eg_mlzLVtrc_00039006_00039190.wav,soi mói chuyện riêng tư của người khác là không,Yes
segments_16k/Eg_mlzLVtrc_00062084_00062232.wav,nhưng mà cậu phải hiểu một điều rằng,Yes
segments_16k/i-Bvm9g_aZs_00027377_00027582.wav,họ cũng sẽ không bao giờ đuổi cậu đi đâu,Yes
segments_16k/i-Bvm9g_aZs_00077958_00078118.wav,dưa đó ngon bá cháy luôn,Yes
segments_16k/i-Bvm9g_aZs_00092374_00092662.wav,cậu ấy cậu ấy bị bắt cóc thật rồi,Yes
segments_16k/i-Bvm9g_aZs_00104376_00104724.wav,có nghĩa là sự việc xảy ra ở đoạn sau chỗ rẽ một chút thôi,Yes
segments_16k/i-Bvm9g_aZs_00108678_00109066.wav, không lẽ là chiếc ô tô đó đã bắt cóc suneo đi mất rồi sao,Yes
segments_16k/i-Bvm9g_aZs_00116998_00117206.wav,dạ cậu ấy đang ở bên này nè,Yes
segments_16k/i-Bvm9g_aZs_00120583_00120756.wav,thì làm sao mình bắt người ta được chứ,Yes
segments_16k/i-Bvm9g_aZs_00121954_00122111.wav,ví tìm đồ thất lạc,Yes
segments_16k/i-Bvm9g_aZs_00125840_00126092.wav,ngay từ đầu đã không có bọn bắt cóc nào hết đó,Yes
segments_16k/i-Bvm9g_aZs_00127058_00127274.wav,vốn ngay từ đầu đã không có chuyện gì rồi mà,Yes
segments_16k/i-Bvm9g_aZs_00142472_00142662.wav,bảo bối này sẽ làm ra một loại kẹo,Yes
segments_16k/i-Bvm9g_aZs_00166192_00166412.wav,chúng tôi có bán cầu vồng violet đây,Yes
segments_16k/i-Bvm9g_aZs_00176544_00176700.wav,cám ơn quý khách rất nhiều,Yes
segments_16k/i-Bvm9g_aZs_00217634_00217786.wav,thôi mình cho cậu mượn nè,Yes
segments_16k/i-Bvm9g_aZs_00249908_00250073.wav,đã có thái độ lạc quan hơn,Yes
segments_16k/i-Bvm9g_aZs_00251612_00251790.wav,thì hạnh phúc sẽ tới với mình thôi à,Yes
segments_16k/i-Bvm9g_aZs_00258256_00258462.wav,ốm dài của nobita,No
segments_16k/i-Bvm9g_aZs_00265792_00266036.wav,tất cả mọi thứ cứ để cho nó lo liệu là được à,Yes
segments_16k/i-Bvm9g_aZs_00319020_00319232.wav,sao cậu bỏ mình ở nhà một mình như vậy chứ,Yes
segments_16k/i-Bvm9g_aZs_00319232_00319494.wav,cậu có biết là mình rất buồn và cô đơn hay không hả đồ ngốc,Yes
segments_16k/d5iQZPwd45E_00008726_00009234.wav,à giúp mình đi haiz thiệt tình à bộ láp ráp robot,No
segments_16k/d5iQZPwd45E_00036632_00036744.wav,đúng vậy,Yes
segments_16k/d5iQZPwd45E_00053162_00053462.wav,chắc là cậu ấy bị thầy giáo giữ lại để làm bài tập rồi,Yes
segments_16k/d5iQZPwd45E_00064674_00065000.wav,đôi tay to lớn của robot khổng lồ,Yes
segments_16k/d5iQZPwd45E_00079162_00079422.wav,haha nobita à lúc nãy cảm ơn cậu nhiều nhá,Yes
segments_16k/d5iQZPwd45E_00085676_00085946.wav,chắc là trong lúc lắp ráp cậu đã nối lộn dây nào rồi đó,Yes
segments_16k/d5iQZPwd45E_00087786_00088072.wav,cứ để nó bay như vậy cho tới khi nào hết năng lượng là được rồi,Yes
segments_16k/d5iQZPwd45E_00105054_00105235.wav,a sau này không cần phải đi xa,Yes
segments_16k/d5iQZPwd45E_00110626_00110844.wav,mình yên tâm giao hết việc cho nó rồi,Yes
segments_16k/CpfBvcwe4NA_00015740_00016430.wav,máy hơn một chút nobita à được lắm cứ để chuyện đó cho mình,No
segments_16k/CpfBvcwe4NA_00052422_00052678.wav,mẹ ăn một ít bánh gạo và lấy lại tinh thần đi mẹ,Yes
segments_16k/CpfBvcwe4NA_00057032_00057224.wav,con sẽ biến mọi thứ trở lại như cũ,Yes
segments_16k/CpfBvcwe4NA_00073738_00073916.wav,con đã sửa máy xong rồi nè,Yes
segments_16k/CpfBvcwe4NA_00073916_00074146.wav,để con biến mọi thứ về như cũ nha,Yes
segments_16k/CpfBvcwe4NA_00101440_00101634.wav,ông ấy nói muốn giúp cho jaian ra mắt,Yes
segments_16k/CpfBvcwe4NA_00101634_00101886.wav,nhưng biết đâu khi làm xong thì lại tính giá cắt cổ thì sao,Yes
segments_16k/CpfBvcwe4NA_00153618_00154020.wav,trò chơi này đã bị trục trặc kỹ thuật nên đã có thông báo thu hồi nó lại rồi,Yes
segments_16k/CpfBvcwe4NA_00154472_00154724.wav,nếu không hoàn thành trò chơi sẽ không ra ngoài được đâu,Yes
segments_16k/CpfBvcwe4NA_00154724_00155110.wav,nghe nói đã có vài người bị mắc kẹt ở trong khu vực trò chơi hơn cả tháng luôn đó,Yes
segments_16k/CpfBvcwe4NA_00171606_00171824.wav,chúng ta cần phải nhanh chóng tìm lối ra kế tiếp,Yes
segments_16k/CpfBvcwe4NA_00211784_00212042.wav,thiết bị đọc suy nghĩ,Yes
segments_16k/CpfBvcwe4NA_00241478_00241698.wav,thiết bị đọc suy nghĩ của mình đã bị lấy mất rồi sao,Yes
segments_16k/CpfBvcwe4NA_00241719_00242050.wav,hơn nữa người đã lấy nó đi lại là jaian mới rắc rối chứ,Yes
segments_16k/CpfBvcwe4NA_00272918_00273136.wav,không thể làm được đâu nobita à,Yes
segments_16k/CpfBvcwe4NA_00288750_00288956.wav,mẹ cứ yên tâm cứ để tụi con lo cho,Yes
segments_16k/CpfBvcwe4NA_00295182_00295404.wav,nhân dịp hôm nay ba mẹ không có ở nhà,Yes
segments_16k/CpfBvcwe4NA_00299422_00299592.wav,thôi chết rồi quay về thôi,Yes
segments_16k/CpfBvcwe4NA_00318328_00318542.wav,trước tiên chúng ta sẽ cùng đi câu cá,Yes
segments_16k/CpfBvcwe4NA_00324042_00324282.wav,từ nãy tới giờ mình thấy đói bụng quá chừng,Yes
segments_16k/CpfBvcwe4NA_00346266_00346462.wav,xa vậy làm sao mà đi nổi chứ,Yes
segments_16k/CpfBvcwe4NA_00359452_00359666.wav,vậy là cậu ấy có thể đón sinh nhật vui vẻ,Yes
segments_16k/CpfBvcwe4NA_00366198_00366448.wav,ám khí ra đa này sẽ không bao giờ trật mục tiêu,Yes
segments_16k/CpfBvcwe4NA_00374378_00374594.wav,bây giờ mau lấy thân mình để che nước cho cậu ấy đi,Yes
segments_16k/CpfBvcwe4NA_00404936_00405122.wav,cậu cũng mở quà của mình xem đi,Yes
segments_16k/BEQhQRT-C6E_00002552_00002766.wav,cậu ngáy vài cái là trả lời mình rồi đó sao,Yes
segments_16k/BEQhQRT-C6E_00017072_00017342.wav,chúng ta phải chuyển sang chế độ chạy và không được dừng lại,Yes
segments_16k/BEQhQRT-C6E_00022048_00022400.wav,một khi đã bật ngôi nhà rèn luyện là không thể sử dụng bảo bối khác được,Yes
segments_16k/T0oz1JFTGz8_00076474_00077726.wav,chúng ta hãy đi tới thiên trúc thỉnh kinh thôi dạ dạ đi thôi ủa ủa không phải các cậu sai rồi không phải là thiên trúc chúng ta phải đi tới đảo quỷ,No
segments_16k/T0oz1JFTGz8_00079082_00079246.wav,biết đâu sẽ tìm được cách giải quyết,Yes
segments_16k/T0oz1JFTGz8_00110332_00110522.wav,các cậu ơi mau ra khỏi đây đi,Yes
segments_16k/T0oz1JFTGz8_00110774_00110956.wav,mình sẽ ở lại tìm nobita,Yes
segments_16k/T0oz1JFTGz8_00133486_00133670.wav,bây giờ anh nobita không có ở đây,Yes
segments_16k/T0oz1JFTGz8_00133896_00134100.wav,anh có nhiều đồ chơi lắm nè,Yes
