audio_path,transcripts,tag
segments_16k/z0nIQp_wPV8_00142080_00142370.wav,cậu đã rút ra được bài học cho mình chưa,Yes
segments_16k/4mYSjD0c1vo_00017166_00018198.wav,bây giờ cậu hãy thử vẽ một kiểu pháo bông mà cậu muốn lên tờ giấy này đi đâu để coi coi thêm một chấm ở đây nữa nha,Yes
segments_16k/4mYSjD0c1vo_00018576_00019518.wav,hình gì vậy trời là hình của shizuka đó ờ ờ ờ ờ vẽ xong rồi thì cậu hãy bỏ vào trong này đi bỏ như vậy,Yes
segments_16k/4mYSjD0c1vo_00021190_00022504.wav,ra rồi nè nhưng cái này là hạt pháo bông sao không đây là hạt giống mình phải nuôi lớn nó mới được tụi mình bỏ nó vô đây cho thêm một ít đất nữa,Yes
segments_16k/4mYSjD0c1vo_00023132_00023318.wav,cậu phải nhớ tưới cây cho nó nữa nha,Yes
segments_16k/4mYSjD0c1vo_00039776_00040028.wav,đã bỏ vào rồi thì chỉ có thể làm tiếp thôi,Yes
segments_16k/4mYSjD0c1vo_00040194_00040446.wav,hôm nay mình sẽ chỉnh cho các bó bông này có kích cỡ bằng nhau luôn,Yes
segments_16k/4mYSjD0c1vo_00046150_00046468.wav,theo mình tính toán thì khoảng tám giờ ngày mai,Yes
segments_16k/4mYSjD0c1vo_00049116_00049336.wav,mình cũng đem thêm phân bón tới đây nè,Yes
segments_16k/4mYSjD0c1vo_00049336_00049550.wav,có cái này pháo bông sẽ lớn nhanh lắm,Yes
segments_16k/4mYSjD0c1vo_00058634_00058896.wav,thật ra nhiêu đây cũng nhiều lắm rồi shizuka à,Yes
segments_16k/4mYSjD0c1vo_00058896_00059174.wav,mình nghĩ buổi trình diễn pháo bông tối nay sẽ rất tuyệt vời,Yes
segments_16k/4mYSjD0c1vo_00069394_00069546.wav,woa đẹp quá à,Yes
segments_16k/4mYSjD0c1vo_00093212_00093500.wav,trong đầu cậu bây giờ có ý định muốn đi chơi bóng chày không,Yes
segments_16k/4mYSjD0c1vo_00093886_00094076.wav,thì chúng ta có thể dùng bảo bối này nè,Yes
segments_16k/4mYSjD0c1vo_00121438_00121672.wav,nên rất có thể cậu ấy đã nghỉ chân rồi ngủ quên luôn,Yes
segments_16k/4mYSjD0c1vo_00129726_00130059.wav,dù sao thì nobita kia cũng đã đi bộ rất xa để đi mua đồ,Yes
segments_16k/7NBaN-ZdbDc_00081682_00081940.wav,sau đó là mắc nợ ngập đầu khi ở tuổi ba,Yes
segments_16k/7NBaN-ZdbDc_00083284_00083552.wav,thế nhưng cậu không thể nào tin vô mấy lời đó được,Yes
segments_16k/7NBaN-ZdbDc_00089558_00089862.wav,sau đó nhìn trong này coi cậu thích bộ chỉ tay nào,Yes
segments_16k/7NBaN-ZdbDc_00090466_00090722.wav,nhưng bảo bối của mình có phải là đồ xem bói đâu,Yes
segments_16k/7NBaN-ZdbDc_00090722_00091004.wav,bảo bối này được tạo ra hoàn toàn dựa trên khoa học,Yes
segments_16k/7NBaN-ZdbDc_00092330_00092710.wav,đây chính là chỉ tay có thể đem lại may mắn về đường tiền bạc,Yes
segments_16k/7NBaN-ZdbDc_00134508_00134704.wav,lần sau em đừng chơi với kéo nha,Yes
segments_16k/7NBaN-ZdbDc_00134792_00135004.wav,các bạn cũng phải nhớ cẩn thận,Yes
segments_16k/ZsIuOMY6G3o_00016194_00016396.wav,hả có đĩa bay ra,Yes
segments_16k/ZsIuOMY6G3o_00020086_00020412.wav,với lại mấy đứa mê ngủ với cậu thì làm sao mà dậy nổi,Yes
segments_16k/ZsIuOMY6G3o_00028142_00028370.wav,nếu cứ như vậy sẽ làm phiền hàng xóm đó,Yes
segments_16k/ZsIuOMY6G3o_00033586_00033842.wav,thôi mình có việc quan trọng phải làm nên ra ngoài đây,Yes
segments_16k/ZsIuOMY6G3o_00034522_00034832.wav,bánh rán mới ra lò lúc nào cũng thơm ngon nhất hành tinh,Yes
segments_16k/ZsIuOMY6G3o_00041700_00041920.wav,như vậy vẫn chưa hết đâu nha,Yes
segments_16k/ZsIuOMY6G3o_00057922_00058202.wav,nếu nhảy không được thì chúng ta sẽ không thể nào làm bạn nữa đâu,Yes
segments_16k/ZsIuOMY6G3o_00062072_00062186.wav,nhìn họ mắc cười,Yes
segments_16k/ZsIuOMY6G3o_00080776_00080988.wav,do xã hội phát triển nên nó mới suy tàn,Yes
segments_16k/ZsIuOMY6G3o_00081138_00081474.wav,đúng là ta đôi khi có năng lực phát ra một loại sống âm đặc biệt,Yes
segments_16k/ZsIuOMY6G3o_00083398_00083798.wav,thật ra các nhà khoa học trong tương lai đã thực hiện những thí nghiệm tương tự như vậy,Yes
segments_16k/ZsIuOMY6G3o_00084174_00084376.wav,khi cậu để chiếc lá này lên đầu,Yes
segments_16k/ZsIuOMY6G3o_00084376_00084692.wav,cậu sẽ có thể truyền sóng thần giao cách cảm để bỏ bùa người khác,Yes
segments_16k/ZsIuOMY6G3o_00087078_00087334.wav,không phải chỉ có tanuki mới dùng được thôi đâu nha,Yes
segments_16k/ZsIuOMY6G3o_00087334_00087606.wav,mấy con chó cũng có thể dùng nó giống như tanuki,Yes
segments_16k/ZsIuOMY6G3o_00088860_00089142.wav,cậu dùng cho pero không hiệu quả là đúng rồi,Yes
segments_16k/ZsIuOMY6G3o_00089572_00089978.wav,còn chú chó hạnh phúc như pero thì không cần phải bỏ bùa người khác làm gì,Yes
segments_16k/ZsIuOMY6G3o_00097184_00097406.wav,chủ nhân kia mà xấu tính quá trời luôn,Yes
segments_16k/ZsIuOMY6G3o_00098130_00098318.wav,tụi mình sẽ không làm gì cậu đâu,Yes
segments_16k/ZsIuOMY6G3o_00158385_00158533.wav,cái vừa vừa là trái đất,Yes
segments_16k/ZsIuOMY6G3o_00160181_00160361.wav,giờ cậu hãy dời trái đất đi,Yes
segments_16k/ZsIuOMY6G3o_00161387_00161675.wav,đó chính là hiện tượng nhật thực toàn phần,Yes
segments_16k/ZsIuOMY6G3o_00162865_00163103.wav,những vật thể nào ở gần thì ta sẽ thấy lớn,Yes
segments_16k/ZsIuOMY6G3o_00166509_00166821.wav,thì họ vài trăm năm sau sẽ lại được coi lần nữa,No
segments_16k/ZsIuOMY6G3o_00173601_00173873.wav,cái quạt siêu tốc này sẽ giúp chúng ta bay lên trên mây,Yes
segments_16k/ZsIuOMY6G3o_00174523_00174779.wav,quạt siêu tốc này có sức cản không khí rất lớn,Yes
segments_16k/ZsIuOMY6G3o_00177179_00177435.wav,mình cũng đã đem ra đồng hồ để canh giờ chính xác,Yes
segments_16k/ZsIuOMY6G3o_00178327_00178507.wav,bay lên cao hơn đây nè,Yes
segments_16k/ZsIuOMY6G3o_00183285_00183451.wav,tụi mình nhất định phải xem nhật thực,Yes
segments_16k/ZsIuOMY6G3o_00183543_00183731.wav,tơ nhện giữ thăng bằng,Yes
segments_16k/ZsIuOMY6G3o_00183731_00183991.wav,chỉ cần gắn cái này vô phía sau lưng,Yes
segments_16k/ZsIuOMY6G3o_00189123_00189333.wav,chúng ta vẫn còn tới mười phút nữa lận,Yes
segments_16k/ZsIuOMY6G3o_00189333_00189591.wav,tụi mình sẽ đến kịp chỗ các đám mây thôi,Yes
segments_16k/ZsIuOMY6G3o_00197683_00197961.wav,chỉ cần xịt lên trên đây vậy là xong rồi,Yes
segments_16k/ZsIuOMY6G3o_00199663_00199867.wav,có tới a mười phút hoài vậy,Yes
segments_16k/ZsIuOMY6G3o_00203337_00203665.wav,làm sao dám nói với nobita là nhật thực đã kết thúc đây,Yes
segments_16k/ZsIuOMY6G3o_00203997_00204289.wav,mình nhớ ra còn có một việc rất quan trọng cần phải làm,Yes
segments_16k/ZsIuOMY6G3o_00218737_00218961.wav,à đây chỉ là giỡn chơi cho vui thôi,Yes
segments_16k/ZsIuOMY6G3o_00219196_00219485.wav,bây giờ các cậu thích gì thì cứ việc vẽ lên đây trước đi,Yes
segments_16k/ZsIuOMY6G3o_00237111_00237313.wav,đây là số của tháng vừa rồi phải không,No
segments_16k/ZsIuOMY6G3o_00240448_00240783.wav,dù có làm gì thì tụi mình cũng không thể nói dối với jaiko được,Yes
segments_16k/ZsIuOMY6G3o_00243942_00244165.wav,cậu nhớ là đừng có đi đâu hết đó nha,Yes
segments_16k/ZsIuOMY6G3o_00249948_00250315.wav,mình đã cài đặt chế độ người viết là bạn nữ lứa tuổi ở lớp bốn rồi,Yes
segments_16k/ZsIuOMY6G3o_00261903_00262113.wav,làm sao mà mình giúp cho cậu được chứ,Yes
segments_16k/ZsIuOMY6G3o_00288455_00288759.wav,nếu cậu đặt công tắc này giữa hai người và bấm cái nút ở đây,Yes
segments_16k/ZsIuOMY6G3o_00291539_00291839.wav,thì cậu phải tự tìm cách và nỗ lực thay đổi nó,Yes
segments_16k/ZsIuOMY6G3o_00360251_00360349.wav,cậu thấy sao,Yes
segments_16k/ZsIuOMY6G3o_00360483_00360801.wav,đi sinh nhật shizuka thì phải thật bảnh bao mới được chứ,Yes
segments_16k/ZsIuOMY6G3o_00361769_00362031.wav,đây là quà chung của hai đứa mình tặng shizuka mà,Yes
segments_16k/Q7eqBjOJsHo_00014990_00015446.wav,vậy nên khi dùng bảo bối này cậu có thể trải nghiệm cảm giác của thực vật đối với thế giới,Yes
segments_16k/Q7eqBjOJsHo_00034998_00035276.wav,bố tôi anh không sao anh không sao hết,Yes
segments_16k/Q7eqBjOJsHo_00046356_00046598.wav,chúng ta sẽ sớm tới đó tới momo,Yes
segments_16k/Q7eqBjOJsHo_00061226_00061474.wav,không ngờ nobita mà lại tự động để tưới cây,Yes
segments_16k/Q7eqBjOJsHo_00065290_00065508.wav,làm gì mà phải ác tới mức chém người ta như vậy chứ,Yes
segments_16k/Q7eqBjOJsHo_00065788_00066178.wav,mình đang thấy chán nên để xem những sự việc cũ ngày xưa bằng tivi thời gian này nè,Yes
segments_16k/Q7eqBjOJsHo_00066222_00066424.wav,chuyện là trong lúc ông lãnh chúa kia đang đi săn,Yes
segments_16k/Q7eqBjOJsHo_00067016_00067204.wav,sẽ tự tay hạ thủ bác nông dân,Yes
segments_16k/Q7eqBjOJsHo_00080514_00080676.wav,đúng là bác nông dân ở trong đây,Yes
segments_16k/Q7eqBjOJsHo_00093516_00093692.wav,cảm ơn em nhiều nha doremi,Yes
segments_16k/Q7eqBjOJsHo_00110654_00110798.wav,nhà con ở đây nè ông ơi,No
segments_16k/jNSlNMd-COY_00019154_00019628.wav,chỉ cần ăn cà rốt này vô thì tất cả những công việc người đó đang muốn làm sẽ coi như xong hết,Yes
segments_16k/jNSlNMd-COY_00026004_00026283.wav,cậu lúc nào cũng làm ra mấy cái trò kỳ cục không,Yes
segments_16k/jNSlNMd-COY_00026394_00026556.wav,đâu đâu đâu bánh rán,Yes
segments_16k/jNSlNMd-COY_00026556_00026726.wav,cậu xạo với mình có đúng không,Yes
segments_16k/jNSlNMd-COY_00060794_00061036.wav,thì phải nhờ tới cả doremi mình mới được,Yes
segments_16k/jNSlNMd-COY_00061104_00061386.wav,nhất định mình phải đi hồi phục cho những người khác nữa mới  được,Yes
segments_16k/jNSlNMd-COY_00064952_00065129.wav,không phải tại con đâu mẹ,Yes
segments_16k/jNSlNMd-COY_00089340_00089534.wav,cậu định làm cái gì vậy hả nobita,Yes
segments_16k/jNSlNMd-COY_00090270_00090494.wav,sau khi không cậu lại nói như vậy chứ,Yes
segments_16k/jNSlNMd-COY_00093296_00093608.wav,cái tên nô bi ta nghe cũng đâu có dở lắm đâu chứ,Yes
segments_16k/jNSlNMd-COY_00094030_00094200.wav,lúc đọc lên nghe rất thuận miệng,Yes
segments_16k/jNSlNMd-COY_00095970_00096068.wav,à dừng lại đi,Yes
segments_16k/jNSlNMd-COY_00110682_00110856.wav,cậu đang nói cái gì vậy hả,Yes
segments_16k/jNSlNMd-COY_00113048_00113188.wav,thì dùng cỗ máy thời gian,Yes
segments_16k/jNSlNMd-COY_00113188_00113366.wav,trở về ngày mà cậu ra đời,Yes
segments_16k/jNSlNMd-COY_00115726_00115908.wav,mình thấy khả năng cậu là con nuôi,Yes
