,audio_path,transcripts,tag
0,segments_16k/6TNRMrVv1ks_00123602_00123948.wav,đã vậy nobita còn lừa con lấy bảo bối để đi chọc ghẹo người khác nữa,Yes
1,segments_16k/6TNRMrVv1ks_00127732_00127952.wav,bảo bối tạo ra điểm yếu,Yes
2,segments_16k/6TNRMrVv1ks_00211316_00211466.wav,mình sẽ nói với cậu ấy,Yes
3,segments_16k/6TNRMrVv1ks_00215504_00215748.wav,nhưng cậu cũng đã làm xong hết bài tập về nhà rồi,Yes
4,segments_16k/6TNRMrVv1ks_00229780_00230130.wav,có những chuyện không phải cậu cứ quyết tâm là sẽ thành công được đâu,Yes
5,segments_16k/6TNRMrVv1ks_00231004_00231221.wav,đây là trái một trăm ba mươi tám rồi á,Yes
6,segments_16k/6TNRMrVv1ks_00231562_00232036.wav,còn bây giờ là trái thứ hai trăm sáu mươi ba nha,Yes
7,segments_16k/6TNRMrVv1ks_00237126_00237326.wav,thì cậu có thể đánh ngang sức với bất cứ ai,Yes
8,segments_16k/6TNRMrVv1ks_00237523_00237821.wav,cho nên nếu cậu có quyết tâm mạnh mẽ chắc chắn cậu sẽ chiến thắng,Yes
9,segments_16k/6TNRMrVv1ks_00256928_00257246.wav,nghĩa là từ giờ cho tới ngày mai mình không thể vô nhà được rồi,No
10,segments_16k/6TNRMrVv1ks_00257698_00257864.wav,tất cả là do cậu chưa được quyết tâm,Yes
11,segments_16k/6TNRMrVv1ks_00265726_00265888.wav,chúng ta sẽ dùng cái này nè,Yes
12,segments_16k/6TNRMrVv1ks_00276204_00276640.wav,nếu như cậu cố gắng học hành đàng hoàng thì vấn đề sẽ được giải quyết một cách ổn thỏa,Yes
13,segments_16k/6TNRMrVv1ks_00301868_00302080.wav,không biết bây giờ mẹ đang ở đâu nữa,Yes
14,segments_16k/6TNRMrVv1ks_00312990_00313174.wav,chúng ta hãy đi tìm mẹ từ trên cao đi,Yes
15,segments_16k/6TNRMrVv1ks_00318922_00319276.wav,Jaian và Suneo đã đi quá xa với tấm bản đồ,Yes
16,segments_16k/6TNRMrVv1ks_00335978_00336162.wav,nãy giờ mình tưởng cậu tập trung học bài,Yes
17,segments_16k/6TNRMrVv1ks_00336434_00336654.wav,ngồi vào bàn và tập trung học bài nhanh lên,Yes
18,segments_16k/6TNRMrVv1ks_00376550_00376764.wav,cậu đang giỡn với mình có phải không hả Nobita,Yes
19,segments_16k/6TNRMrVv1ks_00408604_00408864.wav,cậu có cảm thấy vui vẻ hơn sau khi bước qua không,Yes
20,segments_16k/6TNRMrVv1ks_00455700_00455826.wav,á chờ mình với Nobita,Yes
21,segments_16k/qsCk4kW5KAc_00068398_00068600.wav,là do sự quyết tâm không bỏ cuộc của cậu,Yes
22,segments_16k/qsCk4kW5KAc_00089492_00089778.wav,bây giờ có thể mở cửa cho gió thổi vô rồi,Yes
23,segments_16k/qsCk4kW5KAc_00115150_00115666.wav,giữ đi nè nói một cách khác chúng ta đang cảm thấy rất nóng là vì ở đây chính là một nơi rất là lạnh,No
24,segments_16k/FgYh6IUjSsg_00009684_00010262.wav,khung cảnh hùng vĩ như trong mơ á cũng may tụi mình đã bôi kem đảo ngược nên mới chẳng thấy lạnh chút nào ha,No
25,segments_16k/FgYh6IUjSsg_00045530_00046688.wav,hổng có đẩy nổi mình bó tay giờ chúng ta chỉ có thể dùng thử máy hoán đổi không gian,Yes
26,segments_16k/FgYh6IUjSsg_00064832_00065094.wav,thật không ngờ là nhờ có năng lượng giận dữ của Jaian,Yes
27,segments_16k/FgYh6IUjSsg_00080310_00080634.wav,vậy là thời gian của khu vực quanh đây sẽ được chỉnh thành ngày giáng sinh,Yes
28,segments_16k/FgYh6IUjSsg_00095402_00095602.wav,dạ chúc mẹ thượng lộ bình an,Yes
29,segments_16k/FgYh6IUjSsg_00107238_00107514.wav,mình cũng mong chờ tối nay được ăn bánh kem quá nè,Yes
30,segments_16k/UpMGmgySP9c_00015884_00018588.wav,thôi đủ rồi dừng lại đi nhột quá đi à nói thiệt với cậu nha dù sao mình cũng cảm thấy chuyện này không hẳn là tốt cho cậu đâu thay vì cậu chơi hay là ngủ quá nhiều thì hãy dành thời gian để học hay làm điều gì đó có ích hơn đi ví dụ như là đọc thêm sách tham khảo để có thêm kiến thức nè mình nói nghe nè mình không có rảnh để đọc sách đâu grừ grừ ui da đau đau đau ,No
31,segments_16k/UpMGmgySP9c_00122309_00122528.wav,mình sẽ sửa nó lại cho cậu,Yes
32,segments_16k/UpMGmgySP9c_00135548_00135756.wav,nhưng thực ra mình có một cái nè ,Yes
33,segments_16k/UpMGmgySP9c_00137042_00137324.wav,rồi sau đó để đồ vào trong cái vòng tròn là xong,Yes
34,segments_16k/UpMGmgySP9c_00138064_00138208.wav,tất nhiên là phải được thôi,Yes
35,segments_16k/UpMGmgySP9c_00139768_00139988.wav,cậu cứ việc yên tâm đi không sao đâu,Yes
36,segments_16k/UpMGmgySP9c_00140474_00140726.wav,bây giờ thì mình dùng tới bút hố trắng vũ trụ,Yes
37,segments_16k/UpMGmgySP9c_00142064_00142438.wav,tồn tại một hố đen vũ trụ có thể hút hết tất cả mọi thứ vào trong nó,Yes
38,segments_16k/UpMGmgySP9c_00152004_00152252.wav,nè cậu nên xoá vòng tròn sau khi sử dụng chứ,Yes
39,segments_16k/UpMGmgySP9c_00152252_00152350.wav,thôi đừng có để như vậy,Yes
40,segments_16k/UpMGmgySP9c_00177098_00177268.wav,á càng hút nhiều thứ vào trong đó,Yes
41,segments_16k/UpMGmgySP9c_00177268_00177566.wav,thì sức mạnh của hố đen vũ trụ sẽ càng tăng lên rất nhiều lần đó,Yes
42,segments_16k/UpMGmgySP9c_00177974_00178312.wav,thì tất cả những gì bị hút vào hố đen sẽ không bao giờ thoát ra được,Yes
43,segments_16k/UpMGmgySP9c_00178768_00179136.wav,á vậy thì bây giờ cậu phải mau chóng tìm cho bằng được bút trắng vũ trụ đi nhanh lên,Yes
44,segments_16k/UpMGmgySP9c_00228550_00228826.wav,vậy vậy mình sẽ không khách sáo đâu nha Jaian,No
