audio_path,transcripts,tag
segments_16k/SNhWRDLnbWg_00149322_00149562.wav,bất quá chỉ có chồn hoặc là cáo thôi,Yes
segments_16k/SNhWRDLnbWg_00149562_00149860.wav,hay là tụi mình thử quay lại con đường cũ xem sao nha,Yes
segments_16k/SNhWRDLnbWg_00155652_00156170.wav,không có chuyện gì đang xảy ra vậy hả mình cũng không biết nữa,No
segments_16k/SNhWRDLnbWg_00169950_00170220.wav,đầu tiên chúng ta đặt kính quan sát ở đây nè,Yes
segments_16k/SNhWRDLnbWg_00173572_00173734.wav,buồng lái để điều khiển con tàu ,Yes
segments_16k/SNhWRDLnbWg_00188812_00188978.wav,đảo yojohan nổi tiếng mà,Yes
segments_16k/SNhWRDLnbWg_00198088_00198446.wav,mình đã dùng tập tin trình chiếu đính kèm trên tàu ngầm để phát ra hình ảnh,Yes
segments_16k/SNhWRDLnbWg_00199262_00199538.wav,mình vẫn còn rất nhiều bất ngờ nữa nè,Yes
segments_16k/SNhWRDLnbWg_00201298_00201536.wav,hay là bây giờ tụi mình đi tìm bào ngư đi nobita,Yes
segments_16k/SNhWRDLnbWg_00203026_00203280.wav,nhưng con này nướng lên ăn cũng ngon lắm á nha,Yes
segments_16k/SNhWRDLnbWg_00207316_00207754.wav,cậu phải điều khiển sao cho cái móc câu đặt vào khe hở giữa bào ngư với tảng đá mới được,Yes
segments_16k/SNhWRDLnbWg_00233944_00234116.wav,để mình tìm cách cho cậu nha,Yes
segments_16k/SNhWRDLnbWg_00234240_00234396.wav,yên tâm để mình lo cho,Yes
segments_16k/SNhWRDLnbWg_00250562_00250819.wav,thỉnh thoảng cậu cũng nên đưa gia đình mình đi chơi ở đâu,Yes
segments_16k/SNhWRDLnbWg_00264146_00264316.wav,nè nobita à dậy đi,Yes
segments_16k/SNhWRDLnbWg_00268850_00269066.wav,cả một công viên hoa anh đào thiệt đẹp,Yes
segments_16k/SNhWRDLnbWg_00270482_00270692.wav,hoa anh đào vào ban đêm rất là đẹp,Yes
segments_16k/SNhWRDLnbWg_00270692_00270874.wav,nhưng ban ngày chúng cũng rất thơ mộng,Yes
segments_16k/SNhWRDLnbWg_00271396_00271738.wav,máy tạo tiếng ồn lập thể tám hướng,Yes
segments_16k/SNhWRDLnbWg_00272032_00272278.wav,giờ thì đủ ồn ào giống ban ngày rồi đúng không,Yes
segments_16k/SNhWRDLnbWg_00275540_00275806.wav,cậu có biết mình đã cố gắng hết sức rồi hay không hả,Yes
segments_16k/SNhWRDLnbWg_00277482_00277734.wav,chúng ta sẽ dùng cái này để gọi mọi người tới ngắm chung,Yes
segments_16k/SNhWRDLnbWg_00286922_00287168.wav,sao chúng ta không cùng chụp một tấm hình làm kỷ niệm,Yes
segments_16k/SNhWRDLnbWg_00305804_00306052.wav,bảo bối này sẽ đưa cả nhà chúng ta đi du lịch,Yes
segments_16k/SNhWRDLnbWg_00306944_00307224.wav,tụi mình sẽ tới cao nguyên nashi chơi một chút được không,Yes
segments_16k/SNhWRDLnbWg_00309556_00309728.wav,đương nhiên là vậy rồi,Yes
segments_16k/SNhWRDLnbWg_00315590_00315802.wav,nhà nobi cất cánh,Yes
segments_16k/SNhWRDLnbWg_00320050_00320250.wav,sự chờ đợi này đáng lắm,Yes
