filename,duration,whisper_transcripts,distance,transcripts,audio_path
x_V7RZ41_J8_00014769_00014947,1.78, Nó sẽ đưa mọi thứ ra bên ngoài,0.4761465617877475,nó sẽ đưa mọi thứ ra bên ngoài,segments_16k/x_V7RZ41_J8_00014769_00014947.wav
x_V7RZ41_J8_00049168_00049312,1.44, Càng hút nhiều thứ vào trong đó,0.503097762332587,càng hút nhiều tưới vào trong đó,segments_16k/x_V7RZ41_J8_00049168_00049312.wav
x_V7RZ41_J8_00049312_00049610,2.98, Thì sức mạnh của hố đèn vũ trụ sẽ càng tăng lên rất nhiều lần đó,0.4338744119180976,thì sức mà cô sẽ càng tăng lên rất nhiều lần,segments_16k/x_V7RZ41_J8_00049312_00049610.wav
x_V7RZ41_J8_00073342_00073628,2.86, Mình nói một câu này cậu đừng buồn nha Nupita,0.5010557738886692,mình nói một câu này cậu đừng buồn nha no bi,segments_16k/x_V7RZ41_J8_00073342_00073628.wav
x_V7RZ41_J8_00073628_00073844,2.16, Rất khó để tìm điểm tốt của chai anh,0.4869922945994271,rất khó để tìm điểm tốt của chai,segments_16k/x_V7RZ41_J8_00073628_00073844.wav
x_V7RZ41_J8_00076738_00077016,2.78, Như vậy thì những gì không thật cũng sẽ trở thành sự thật rồi,0.48251282276436386,như vậy thì những gì không thật cũng sẽ trở thành sự thật rồi,segments_16k/x_V7RZ41_J8_00076738_00077016.wav
x_V7RZ41_J8_00077154_00077320,1.66, Sao cậu không thử viết đây,0.47391536401336243,sao cậu con thử viết,segments_16k/x_V7RZ41_J8_00077154_00077320.wav
Z2TTrIiv1hI_00017980_00018394,4.14, Hãy subscribe cho kênh La School Để không bỏ lỡ những video hấp dẫn,0.4904492951239639,sẽ di chuyển vài căn nhà của hàng xóm rồi sau đó dán trường học vào chỗ,segments_16k/Z2TTrIiv1hI_00017980_00018394.wav
Z2TTrIiv1hI_00020370_00020908,5.38, Hãy subscribe cho kênh La School Để không bỏ lỡ những video hấp dẫn,0.47738340870257745,bây giờ trở đi còn sẽ không còn phải đi học trễ,segments_16k/Z2TTrIiv1hI_00020370_00020908.wav
Z2TTrIiv1hI_00038632_00038874,2.42, Còn cửa hàng bánh rán sẽ chuyển về chỗ này,0.4634548049494196,cửa hàng bạn giang sẽ chuyển về trở lại,segments_16k/Z2TTrIiv1hI_00038632_00038874.wav
Z2TTrIiv1hI_00055555_00055816,2.6, Chắc là trai anh và Suneo đang nghịch ngẩm tấm bản đồ,0.4985337892901195,chắc là trai anh và su ni đang nghịch ngợm tấm bảng,segments_16k/Z2TTrIiv1hI_00055555_00055816.wav
