filename,duration,whisper_transcripts,distance,transcripts,audio_path
rOkV-mTWHdA_00055588_00055838,2.5, Để các cậu coi hình cho biết chỗ đó ra sao nha,0.40402653357795726,để các cậu coi hình cho biết chỗ đó ra sang,segments_16k/rOkV-mTWHdA_00055588_00055838.wav
rOkV-mTWHdA_00065642_00065794,1.52, Cứ để đó nó sẽ tự bơm,0.46514701016375287,cứ để đó nó sẽ tự bớt,segments_16k/rOkV-mTWHdA_00065642_00065794.wav
rOkV-mTWHdA_00092126_00092404,2.78, Một đàn cá đang bơi chậm rãi dưới ánh trăng,0.4529812195159806,một đàn ca đang bơi chậm rãi dưới ánh trăng,segments_16k/rOkV-mTWHdA_00092126_00092404.wav
Eg_mlzLVtrc_00012746_00013119,3.74, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.38400210189084955,đừng có đã nói cách mình cho,segments_16k/Eg_mlzLVtrc_00012746_00013119.wav
Eg_mlzLVtrc_00014400_00014626,2.26, Thì dùng chính năng lực của bản thân mình đi giải quyết đây,0.4209474500286438,thì dùng chính năng lực của bản thân mình đi giải quyết,segments_16k/Eg_mlzLVtrc_00014400_00014626.wav
Eg_mlzLVtrc_00039006_00039190,1.84, Sao mấy chuyện riêng tư của người khác là không,0.47075261886610614,rồi nói chuyện riêng tư của người khác là,segments_16k/Eg_mlzLVtrc_00039006_00039190.wav
Eg_mlzLVtrc_00062084_00062232,1.48, Nhưng mà cậu phải hiểu một điều rằng,0.47456704809495825,nhưng mà còn phải hiểu một điều rằng,segments_16k/Eg_mlzLVtrc_00062084_00062232.wav
i-Bvm9g_aZs_00027377_00027582,2.04, Họ cũng sẽ không bao giờ đuổi cậu đi đâu,0.47013806010872855,họ cũng sẽ không bao giờ đuổi cậu đi đâu,segments_16k/i-Bvm9g_aZs_00027377_00027582.wav
i-Bvm9g_aZs_00077958_00078118,1.6, Dưa đã ngon bá cháy luôn,0.49323359130206645,dừa đó ngon bá cháy luôn,segments_16k/i-Bvm9g_aZs_00077958_00078118.wav
i-Bvm9g_aZs_00092374_00092662,2.88, Cậu ấy bị bắt cóc thiệt rồi,0.42395663226743346,cậu ơi cậu ấy bị bắt cóc thật rồi,segments_16k/i-Bvm9g_aZs_00092374_00092662.wav
i-Bvm9g_aZs_00104376_00104724,3.48, Có nghĩa là sự việc xảy ra ở đoạn sau chỗ rẽ một chút thôi,0.4391987724626797,có nghĩa là sự việc xảy ra ở đoạn sau chỗ rễ một chút thôi,segments_16k/i-Bvm9g_aZs_00104376_00104724.wav
i-Bvm9g_aZs_00108678_00109066,3.88, Không lẽ là chiếc ô tô đó đã bắt cóc Suneo đi mất rồi sao,0.4310078706456796,thế không lẽ là chiếc ô tô đó đã bắt cóc su ni đi mất rồi,segments_16k/i-Bvm9g_aZs_00108678_00109066.wav
i-Bvm9g_aZs_00116998_00117206,2.08, Cậu ấy đang ở bên này nè,0.3792019077743662,dạ cô ấy đang ở bên này,segments_16k/i-Bvm9g_aZs_00116998_00117206.wav
i-Bvm9g_aZs_00120583_00120756,1.72, Thì làm sao mình bắt người ta được chứ,0.4608627024224035,thì làm sao mình bắt người ta được chứ,segments_16k/i-Bvm9g_aZs_00120583_00120756.wav
i-Bvm9g_aZs_00121954_00122111,1.58, Đấy tìm đồ thắt lạc,0.43261095680592915,giấy tìm đâu tắt,segments_16k/i-Bvm9g_aZs_00121954_00122111.wav
i-Bvm9g_aZs_00125840_00126092,2.5200625, Ngay từ đầu đã không có bọn bắt cóc nào hết đó,0.3705420203757157,ngay từ đầu đã không có bọn bắt cóc nào hết,segments_16k/i-Bvm9g_aZs_00125840_00126092.wav
i-Bvm9g_aZs_00127058_00127274,2.16, Giống ngay từ đầu đó không có chuyện gì rồi mà,0.4226799355712416,giống ngay từ đầu đã không có chuyện gì rồi mà,segments_16k/i-Bvm9g_aZs_00127058_00127274.wav
i-Bvm9g_aZs_00142472_00142662,1.9, Bảo bối này sẽ làm ra một loại kẹo,0.4488806905427234,bảo bối này sẽ làm ra một loại kẹo,segments_16k/i-Bvm9g_aZs_00142472_00142662.wav
i-Bvm9g_aZs_00166192_00166412,2.2, Chúng tôi có bán cầu dòng Violet đây,0.45367321583199477,chúng tôi có bán cao dầu cái le đó,segments_16k/i-Bvm9g_aZs_00166192_00166412.wav
i-Bvm9g_aZs_00176544_00176700,1.56, Cảm ơn Quy Kha rất nhiều,0.41593434222015363,cám ơn quý khách rất nhiều,segments_16k/i-Bvm9g_aZs_00176544_00176700.wav
i-Bvm9g_aZs_00217634_00217786,1.52, Thôi mình cho cậu mượn nè,0.4585126851855963,thôi mình cho cậu mượn nè,segments_16k/i-Bvm9g_aZs_00217634_00217786.wav
i-Bvm9g_aZs_00249908_00250073,1.66, Đã có thái độ lạc quan hơn,0.4218750128219381,đã có thái độ lạc quan hơn,segments_16k/i-Bvm9g_aZs_00249908_00250073.wav
