filename,duration,whisper_transcripts,distance,transcripts,audio_path
6TNRMrVv1ks_00123602_00123948,3.46, Đã vậy Nobita còn lừa con lấy bảo bó đi đi chọc kẹo người khác nữa,0.36769815055058785,đã dậy nobita còn lừa con lấy bảo bố để đi chọc ghẹo người khác nữa,segments_16k/6TNRMrVv1ks_00123602_00123948.wav
6TNRMrVv1ks_00127732_00127952,2.2, Bảo bối tạo ra điểm yêu,0.4764516307356308,bảo bố tạo ra điểm,segments_16k/6TNRMrVv1ks_00127732_00127952.wav
6TNRMrVv1ks_00211316_00211466,1.5, Mình sẽ nói với cậu ấy,0.46653128469434985,mình sẽ nói với cậu,segments_16k/6TNRMrVv1ks_00211316_00211466.wav
6TNRMrVv1ks_00215504_00215748,2.44, Nhưng cậu cũng đã làm xong hết bài tập về nhà rồi,0.3763035243310158,nhân cậu cũng đã làm xong hết bài tập về nhà rồi,segments_16k/6TNRMrVv1ks_00215504_00215748.wav
6TNRMrVv1ks_00229780_00230130,3.5, Có những chuyện không phải cậu cứ quyết tâm là sẽ thành công được đâu,0.41553661914480766,có những chuyện không phải cậu cứ quyết tâm là sẽ thành công được đâu,segments_16k/6TNRMrVv1ks_00229780_00230130.wav
6TNRMrVv1ks_00231004_00231221,2.18, Đây là trái 138 rồi á,0.41584312140021523,đây là trái một trăm ba mươi tám rồi,segments_16k/6TNRMrVv1ks_00231004_00231221.wav
6TNRMrVv1ks_00231562_00232036,4.74, Còn bây giờ là trái thứ 263 nha,0.48342212647320615,còn bay là trai từ hai trăm sáu mươi ba,segments_16k/6TNRMrVv1ks_00231562_00232036.wav
6TNRMrVv1ks_00237126_00237326,2.0, Thì cậu có thể đánh ngang sức với bất cứ ai,0.4473071303378481,thì con có thể đánh ra sức với bất cứ ai,segments_16k/6TNRMrVv1ks_00237126_00237326.wav
6TNRMrVv1ks_00237523_00237821,2.98, Cho nên nếu cậu có quyết tâm mạnh mẽ chắc cậu sẽ chiến thắng,0.38275686608582815,cho nên nếu cậu có quyết tâm mạnh mẹ chắc chắn con sẽ chết,segments_16k/6TNRMrVv1ks_00237523_00237821.wav
6TNRMrVv1ks_00256928_00257246,3.1800625, Nghĩa là từ giờ cho tới ngày mai mình không thể vô nhà được rồi,0.47658971934398275,nghĩa là từ giờ cho tới ngày mai mình con ta vô nhà được,segments_16k/6TNRMrVv1ks_00256928_00257246.wav
6TNRMrVv1ks_00257698_00257864,1.66, Tất cả là do cậu chưa được quyết tâm,0.44990287341342655,tất cả là do cậu chưa được quan,segments_16k/6TNRMrVv1ks_00257698_00257864.wav
6TNRMrVv1ks_00265726_00265888,1.62, Chúng ta sẽ dùng cái này nè,0.4281940499778567,chúng ta sẽ dùng cái này nè,segments_16k/6TNRMrVv1ks_00265726_00265888.wav
6TNRMrVv1ks_00276204_00276640,4.36, Nếu như cậu cố gắng học hành đàng hoàng thì vấn đề sẽ được giải quyết một cách ổn thỏa,0.4152802965378787,nếu như cậu cố gắng học hành đàng hoàng thì vấn đề sẽ được giải quyết một cách ổn thỏa,segments_16k/6TNRMrVv1ks_00276204_00276640.wav
6TNRMrVv1ks_00301868_00302080,2.12, Không biết bây giờ mẹ đang ở đâu nữa,0.4460232772493662,không biết bây giờ mẹ đang ở đâu,segments_16k/6TNRMrVv1ks_00301868_00302080.wav
6TNRMrVv1ks_00312990_00313174,1.84, Chúng ta hãy đi tìm mẹ từ trên cao đi,0.44478093030482935,chúng ta hãy đi tìm mẹ từ trên cao đi,segments_16k/6TNRMrVv1ks_00312990_00313174.wav
6TNRMrVv1ks_00318922_00319276,3.54, Hãy subscribe cho kênh lalaschool Để không bỏ lỡ những video hấp dẫn,0.47225303973798516,chị anh và su no đã đi quá xa với tấm bản đồ,segments_16k/6TNRMrVv1ks_00318922_00319276.wav
6TNRMrVv1ks_00335978_00336162,1.8400625, Nãy giờ mình tưởng cậu tập trung học bài,0.46635953713262934,nãy giờ mình tưởng còn tập trung học bạ,segments_16k/6TNRMrVv1ks_00335978_00336162.wav
6TNRMrVv1ks_00336434_00336654,2.2000625, Ngồi vào bàn và tập trung học bài nhanh lên,0.41174988285793546,ngồi vào bàn và tập trung học bài nhanh lên,segments_16k/6TNRMrVv1ks_00336434_00336654.wav
