filename,duration,whisper_transcripts,distance,transcripts,audio_path
jbWmOLpGUnE_00103208_00103372,1.6400625, Chỉ cần đeo sợi dây này lên đầu,0.486384762404287,chỉ cần đeo sợi dây này lên đầu,segments_16k/jbWmOLpGUnE_00103208_00103372.wav
jbWmOLpGUnE_00103372_00103570,1.98, Thì cậu không thể làm người xấu được đâu,0.49535798966284567,thì cậu không thể làm người xấu được đâu,segments_16k/jbWmOLpGUnE_00103372_00103570.wav
jbWmOLpGUnE_00112011_00112304,2.92, Cho nên cậu đừng nghĩ tới chuyện làm người xấu nữa nha,0.4859175248176851,cho nên con đừng nghĩ tới chuyện là người xấu nữa nha,segments_16k/jbWmOLpGUnE_00112011_00112304.wav
jbWmOLpGUnE_00117368_00117716,3.48, Dù sao bây giờ cậu cũng biết thêm niềm vui khi giúp đỡ mọi người rồi,0.4496883110656086,dù sao bây giờ con cũng biết thêm niềm vui khi giúp đỡ mọi người rồi,segments_16k/jbWmOLpGUnE_00117368_00117716.wav
JOXdHwk9cSk_00056605_00056829,2.24, Thì có vẻ chúng không có ý định kết bạn với chúng ta đâu,0.42279673521282046,thì có gì chúc không có ý định kết bạn với chúng ta,segments_16k/JOXdHwk9cSk_00056605_00056829.wav
JOXdHwk9cSk_00057996_00058186,1.9000625, Tôi chết nhóc kia ăn hết rồi,0.48715130213278135,tôi chết nhau kia ăn hết rồi,segments_16k/JOXdHwk9cSk_00057996_00058186.wav
JOXdHwk9cSk_00088828_00088986,1.58, Của những bông qua thi nhau khoe sát,0.5093468512148298,của những bông hoa khi giao khoe,segments_16k/JOXdHwk9cSk_00088828_00088986.wav
JOXdHwk9cSk_00102120_00102272,1.52, Tốt nhất là cứ thành thật với nhau đi,0.4700105026618577,tốt nhất là cứ thành thật với nhau đi,segments_16k/JOXdHwk9cSk_00102120_00102272.wav
vtIZiHlXbec_00020222_00020448,2.26, Hãy subscribe cho kênh La School Để không bỏ lỡ những video hấp dẫn,0.501206312064634,thế là nếu mà cái này vô,segments_16k/vtIZiHlXbec_00020222_00020448.wav
vtIZiHlXbec_00032780_00035014,22.34, Hãy subscribe cho kênh La School Để không bỏ lỡ những video hấp dẫn,0.4316844676667425,chiếc quần này đúng là có tác dụng thần kỳ cậu nên tiếp tục cố gắng nữa dê nô bi ta đây lại là bảo bối gì nữa rồi bây giờ mình sẽ chụp lại hình ảnh cậu đang chạy thật là nhanh sau đó cô bấm cái nút này rồi để nó qua một bên thì sẽ thấy mình đang đứng trên một ngọn đồi,segments_16k/vtIZiHlXbec_00032780_00035014.wav
