filename,duration,whisper_transcripts,distance,transcripts,audio_path
AmiwQbH98ko_00179604_00179888,2.84, Là chúng ta sẽ ở mùa hạ nắng trói trang liền,0.49767947771668225,là chúng ta sẽ ở mùa hạ nắng chói chang liền,segments_16k/AmiwQbH98ko_00179604_00179888.wav
AmiwQbH98ko_00182104_00182310,2.06, Sao mình mở ra mất tiêu rồi,0.4934807939464222,giờ mình mở ra mất tiêu rồi,segments_16k/AmiwQbH98ko_00182104_00182310.wav
AmiwQbH98ko_00188224_00188314,0.9, Có được không vậy,0.4949835515605226,cái bà già,segments_16k/AmiwQbH98ko_00188224_00188314.wav
AmiwQbH98ko_00188688_00188876,1.88, Cuối cùng cũng đã hết 3 tiếng rồi nè,0.50028311124532,cuối cùng cũng đã hết ba tiếng rồi,segments_16k/AmiwQbH98ko_00188688_00188876.wav
AmiwQbH98ko_00192182_00192462,2.8, Mấy nguyện giọng thật tại,0.48509261342637316,mà nguyện vọng thật ta,segments_16k/AmiwQbH98ko_00192182_00192462.wav
AmiwQbH98ko_00204814_00205006,1.9200625, Thì nó cũng biến điều đó thành hiện thật hết á,0.5069042555876395,thì nó cũng biến điều đó thành hiện thực,segments_16k/AmiwQbH98ko_00204814_00205006.wav
AmiwQbH98ko_00205636_00206019,3.8399375, Vừa rồi mình mới thử xin một cái bánh ráng để coi máy hoạt động như thế nào,0.5020637026621898,vừa rồi mình mới thử sinh một cái bánh tráng để coi máy hoạt động như thế nào,segments_16k/AmiwQbH98ko_00205636_00206019.wav
AmiwQbH98ko_00206184_00206517,3.34, Nhưng mình không biết sẽ có được cái bánh ráng bằng cách nào nữa đây,0.45330959898739454,nhưng mình không biết sẽ có được cái bánh tráng bằng cách nào nữa,segments_16k/AmiwQbH98ko_00206184_00206517.wav
AmiwQbH98ko_00207230_00207340,1.1000625, Là bánh ráng,0.49836600135471715,định là ba ra,segments_16k/AmiwQbH98ko_00207230_00207340.wav
AmiwQbH98ko_00209152_00209519,3.6799375, Nhưng mà cái bánh này to như vậy làm sao anh ăn một mình được chứ,0.43340979852383354,nhưng mà cái bánh này to như vậy làm sao anh ăn một mình được,segments_16k/AmiwQbH98ko_00209152_00209519.wav
