filename,duration,whisper_transcripts,distance,transcripts,audio_path
yfSxPuJJD98_00159454_00159774,3.2, Trong lúc chúng ta còn chưa bị lạc thì hãy mau trở về điểm xuất phát đi,0.447455618155149,trong lúc chúng ta còn chưa bị lạc thì hãy mau trở về điểm xuất phát,segments_16k/yfSxPuJJD98_00159454_00159774.wav
yfSxPuJJD98_00161624_00161860,2.36, Hay là bây giờ chúng ta quay lại chỗ xuất phát,0.4553482024106111,hay hay hay là bây giờ chúng ta quay lại chỗ xuất phát,segments_16k/yfSxPuJJD98_00161624_00161860.wav
yfSxPuJJD98_00172256_00172474,2.18, Làm cho mình biết được nhà dạy sinh nó đau nực chứ,0.38919640762226393,làm cho mình biết được nhà vi sinh nó đau được,segments_16k/yfSxPuJJD98_00172256_00172474.wav
yfSxPuJJD98_00173276_00173564,2.88, Mau đưa chúng ta tới phòng Nobita nhanh lên,0.4354609903609117,mà để chúng ta tới phòng nối bê ta nha,segments_16k/yfSxPuJJD98_00173276_00173564.wav
yfSxPuJJD98_00180140_00180324,1.8400625, Mọi chuyện là như vậy đó mẹ,0.4700478153866741,mọi chuyện là như vậy đó mẹ,segments_16k/yfSxPuJJD98_00180140_00180324.wav
yfSxPuJJD98_00185006_00185164,1.58, Nếu ai về được phòng nối biết ta trước,0.4475253370773921,nếu ai về được phòng nobita,segments_16k/yfSxPuJJD98_00185006_00185164.wav
yfSxPuJJD98_00196326_00196572,2.46, Quang hôn mọi tớ đã trở lại nha cổ,0.46633177528025904,và hồ mời tôi đã trả lời như,segments_16k/yfSxPuJJD98_00196326_00196572.wav
yfSxPuJJD98_00259010_00259276,2.66, Chúng ta phải chuyển sang chế độ chạy và không được dần lại,0.38372878469854776,chúng ta phải chuyển sang chế độ chạy và không được dừng lại,segments_16k/yfSxPuJJD98_00259010_00259276.wav
yfSxPuJJD98_00277726_00277994,2.68, Đáng lý ông phải nói cho tôi biết sớm chứ,0.4835056366746066,đáng lẽ không phải lo cho tôi biết sớm chứ,segments_16k/yfSxPuJJD98_00277726_00277994.wav
yfSxPuJJD98_00329144_00329354,2.1, Cái nắp cổng đó cũng có tác dụng phòng thổ,0.452309890823519,cái nắp cống đó cũng có tác dụng phòng thảo,segments_16k/yfSxPuJJD98_00329144_00329354.wav
yfSxPuJJD98_00329354_00329624,2.7, Nó có thể tránh được những đòn tấn công khá mạch phu quái vật,0.4110741845460424,nó có thể tránh được những đợt tấn công khác và bây giờ,segments_16k/yfSxPuJJD98_00329354_00329624.wav
7pbyr9QvOC0_00009244_00010466,12.22, Hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn,0.4810165966217111,quá giờ cậu đã biết tự nghĩ ra được điều đó luôn ha cảm ơn cậu nhiều nha nhưng mà chuyện đó hay là cậu hãy cho mình mượn bảo bối nào đó đi mình chưa bao giờ nghe tới bảo bối nào giống như vậy,segments_16k/7pbyr9QvOC0_00009244_00010466.wav
7pbyr9QvOC0_00040734_00040996,2.62, Nhưng mà em ấy có thể canh giữ nhà được luôn đó chú ơi,0.40545043937742986,nhưng mà em bé có thể canh giữ nhà được luôn đó chú,segments_16k/7pbyr9QvOC0_00040734_00040996.wav
7pbyr9QvOC0_00042180_00042370,1.9, Cô có thể nhận nuôi em ấy có được không,0.4706159757781442,cô có thể nhận nuôi em ấy có được không,segments_16k/7pbyr9QvOC0_00042180_00042370.wav
7pbyr9QvOC0_00069452_00069664,2.12, Đang bị truy nạ để đổi lấy các món tiền thưởng,0.40993603978131754,đang bị truy nã để đổi lấy các món tiền thưởng,segments_16k/7pbyr9QvOC0_00069452_00069664.wav
7pbyr9QvOC0_00070758_00071002,2.44, Hãy giúp ta truy bắt đối tượng trong tấm hình này,0.41096271372753135,hãy giúp ta truy bắt đối tượng trong tấm hình này,segments_16k/7pbyr9QvOC0_00070758_00071002.wav
7pbyr9QvOC0_00079474_00079660,1.86, Dạ tụi con chào cô ạ,0.4677298583266582,dạ tụi con chào cô,segments_16k/7pbyr9QvOC0_00079474_00079660.wav
7pbyr9QvOC0_00094932_00095184,2.52, Cậu đừng có đem bảo vối của mình ra làm mấy trò như vậy,0.45007541669027146,cậu đừng có đem bảo vấn của mình ra làm mấy trò như,segments_16k/7pbyr9QvOC0_00094932_00095184.wav
7pbyr9QvOC0_00100284_00100622,3.38, Rồi sau đó treo cậu lên cả một ngày trước toàn thiên hạ cho coi,0.44954940269198607,rồi sau đó treo cầu lên cả một ngày trước toàn thiên hạ cho coi,segments_16k/7pbyr9QvOC0_00100284_00100622.wav
wVAPCZ9yR1Q_00008794_00009778,9.84, Hãy subscribe cho kênh La School Để không bỏ lỡ những video hấp dẫn,0.42778434481013144,có chuyện gì mà hôm nay mặt bạn nhăn nhó như ông cụ non vậy à mình biết rồi đúng vậy đó bắt đầu từ ngày hôm nay mình sẽ trở thành một người khác,segments_16k/wVAPCZ9yR1Q_00008794_00009778.wav
